"","Drug","cell","Final_conc_uM","median_GR24.x","median_GR24.y","percent_change_GR"
"1466","Pemetrexed","EKVX",5,0.0175648250275721,0.0225374094814301,77.9363087050654
"1467","Pemetrexed","HCT15",1,0.0457598709107751,0.0483074373286203,94.7263474141364
"1468","Pemetrexed","HCT15",2,0.0453780533150671,0.0483074373286203,93.9359564995643
"1469","Pemetrexed","HCT15",3,0.0479150169411458,0.0483074373286203,99.1876605152846
"1470","Pemetrexed","HCT15",4,0.0466287497295087,0.0483074373286203,96.5249914051702
"1471","Pemetrexed","HCT15",5,0.0409025938254096,0.0483074373286203,84.6714213945196
"1472","Pemetrexed","HOP62",1,0.0299701635394428,0.0328472134228197,91.2411142877095
"1473","Pemetrexed","HOP62",2,0.0329859858652032,0.0328472134228197,100.422478584704
"1474","Pemetrexed","HOP62",3,0.0339416462681019,0.0328472134228197,103.331889470179
"1475","Pemetrexed","HOP62",4,0.0263213206320402,0.0328472134228197,80.1325832216689
"1476","Pemetrexed","HOP62",5,0.0249750921350375,0.0328472134228197,76.0341275028422
"1477","Pemetrexed","HS578T",1,0.0305291393515062,0.0300198026815637,101.696668946646
"1478","Pemetrexed","HS578T",2,0.0311473351010709,0.0300198026815637,103.755962127625
"1479","Pemetrexed","HS578T",3,0.0296915533999524,0.0300198026815637,98.9065574977517
"1480","Pemetrexed","HS578T",4,0.0241227106523854,0.0300198026815637,80.3559933696703
"1481","Pemetrexed","HS578T",5,0.0176159270467591,0.0300198026815637,58.6810221027127
"1482","Pemetrexed","HT29",1,0.0497291628752455,0.0476834215568565,104.29025697317
"1483","Pemetrexed","HT29",2,0.0469234017375151,0.0476834215568565,98.4061130797101
"1484","Pemetrexed","HT29",3,0.0432881609729505,0.0476834215568565,90.7824135928139
"1485","Pemetrexed","HT29",4,0.0327863258850345,0.0476834215568565,68.7583332205742
"1486","Pemetrexed","HT29",5,0.03311955839624,0.0476834215568565,69.4571767605835
"1487","Pemetrexed","IGROV1",1,0.0399730597542011,0.038474897061932,103.893870566717
"1488","Pemetrexed","IGROV1",2,0.0405422524101619,0.038474897061932,105.373257646153
"1489","Pemetrexed","IGROV1",3,0.0398493139079452,0.038474897061932,103.572243075273
"1490","Pemetrexed","IGROV1",4,0.0321037370125322,0.038474897061932,83.4407352951606
"1491","Pemetrexed","IGROV1",5,0.0274088102408043,0.038474897061932,71.2381639298089
"1492","Pemetrexed","LOXIMVI",1,0.0522540836908111,0.0508644306721432,102.732072295521
"1493","Pemetrexed","LOXIMVI",2,0.0472061498641952,0.0508644306721432,92.8077818632667
"1494","Pemetrexed","LOXIMVI",3,0.0405711698960218,0.0508644306721432,79.7633422018058
"1495","Pemetrexed","LOXIMVI",4,0.0238624875881512,0.0508644306721432,46.9138989128996
"1496","Pemetrexed","LOXIMVI",5,0.021686913669728,0.0508644306721432,42.6366979501163
"1497","Pemetrexed","M14",1,0.0368994500947385,0.0383425390848164,96.2363238728511
"1498","Pemetrexed","M14",2,0.0378275228679402,0.0383425390848164,98.6568020032869
"1499","Pemetrexed","M14",3,0.039424149341193,0.0383425390848164,102.820914530423
"1500","Pemetrexed","M14",4,0.0288231522478459,0.0383425390848164,75.1727792050679
"1501","Pemetrexed","M14",5,0.0248828927316991,0.0383425390848164,64.8963092315207
"1502","Pemetrexed","MALME3M",1,0.0128951094809512,0.0149155090091872,86.4543709035238
"1503","Pemetrexed","MALME3M",2,0.0153461177783716,0.0149155090091872,102.886986752642
"1504","Pemetrexed","MALME3M",3,0.0140156430243574,0.0149155090091872,93.9669106547049
"1505","Pemetrexed","MALME3M",4,0.00941777690476053,0.0149155090091872,63.1408348113342
"1506","Pemetrexed","MALME3M",5,0.00778835772774409,0.0149155090091872,52.2165064762247
"1507","Pemetrexed","MDAMB231",1,0.0319998803107463,0.0313143348703864,102.189238389375
"1508","Pemetrexed","MDAMB231",2,0.0309764301497213,0.0313143348703864,98.9209263997982
"1509","Pemetrexed","MDAMB231",3,0.0302299888526877,0.0313143348703864,96.5372216201082
"1510","Pemetrexed","MDAMB231",4,0.0306345514011805,0.0313143348703864,97.8291620370683
"1511","Pemetrexed","MDAMB231",5,0.0194655400854173,0.0313143348703864,62.1617548831467
"1512","Pemetrexed","OVCAR4",1,0.026164499540207,0.029170765833557,89.694249679617
"1513","Pemetrexed","OVCAR4",2,0.030031742494946,0.029170765833557,102.951505168913
"1514","Pemetrexed","OVCAR4",3,0.0258347831995011,0.029170765833557,88.5639525095421
"1515","Pemetrexed","OVCAR4",4,0.0259420301038455,0.029170765833557,88.9316045107144
"1516","Pemetrexed","OVCAR4",5,0.0281803808420005,0.029170765833557,96.6048714757529
"1517","Pemetrexed","OVCAR5",1,0.0416786631928503,0.0434162002674235,95.9979522301105
"1518","Pemetrexed","OVCAR5",2,0.0448643816638604,0.0434162002674235,103.335578395891
"1519","Pemetrexed","OVCAR5",3,0.0434797207641413,0.0434162002674235,100.146305978705
"1520","Pemetrexed","OVCAR5",4,0.0369313342228097,0.0434162002674235,85.0634878117612
"1521","Pemetrexed","OVCAR5",5,0.0373385115034316,0.0434162002674235,86.0013342334055
"1522","Pemetrexed","SF539",1,0.0353292224698832,0.0384652108775527,91.8472085915443
"1523","Pemetrexed","SF539",2,0.0384988075292869,0.0384652108775527,100.087342954758
"1524","Pemetrexed","SF539",3,0.0345834617812105,0.0384652108775527,89.9084159223797
"1525","Pemetrexed","SF539",4,0.0323709387451215,0.0384652108775527,84.1564052467274
"1526","Pemetrexed","SF539",5,0.0377996394351596,0.0384652108775527,98.2696794656556
"1527","Pemetrexed","SKMEL2",1,0.0289185775995653,0.0333796703715687,86.6353001022948
"1528","Pemetrexed","SKMEL2",2,0.0326827013659812,0.0333796703715687,97.9119955415101
"1529","Pemetrexed","SKMEL2",3,0.0387591724196002,0.0333796703715687,116.116102969709
"1530","Pemetrexed","SKMEL2",4,0.0284551161467951,0.0333796703715687,85.2468458497177
"1531","Pemetrexed","SKMEL2",5,0.0255094037877512,0.0333796703715687,76.4219763220879
"1532","Pemetrexed","SW620",1,0.037647552072002,0.037384362126904,100.704010795221
"1533","Pemetrexed","SW620",2,0.037533658172802,0.037384362126904,100.399354268481
"1534","Pemetrexed","SW620",3,0.0295516667248874,0.037384362126904,79.0482036969686
"1535","Pemetrexed","SW620",4,0.0363458290436571,0.037384362126904,97.2220120281268
"1536","Pemetrexed","SW620",5,0.0347587814381878,0.037384362126904,92.9767942012667
"1537","Pemetrexed","T47D",1,0.0286931558886204,0.0276361106024267,103.824869937019
"1538","Pemetrexed","T47D",2,0.0258231778800627,0.0276361106024267,93.4399860079992
"1539","Pemetrexed","T47D",3,0.0252029391838312,0.0276361106024267,91.1956807034133
"1540","Pemetrexed","T47D",4,0.0197058308936162,0.0276361106024267,71.3046462185087
"1541","Pemetrexed","T47D",5,0.0215139030553168,0.0276361106024267,77.8470724944473
"1542","Pemetrexed","UACC257",1,0.0266139468840598,0.0272559337351184,97.6445978431793
"1543","Pemetrexed","UACC257",2,0.0283706926997704,0.0272559337351184,104.089967988202
"1544","Pemetrexed","UACC257",3,0.0253098459398351,0.0272559337351184,92.859948170567
"1545","Pemetrexed","UACC257",4,0.0107200051953127,0.0272559337351184,39.3309042335258
"1546","Pemetrexed","UACC257",5,0.0119101818668496,0.0272559337351184,43.6975741964902
"1547","UK5099","A498",1,0.0329970401095615,0.0314525111334736,104.910669833431
"1548","UK5099","A498",2,0.0414727257152052,0.0314525111334736,131.858233955341
"1549","UK5099","A498",3,0.0397043228247626,0.0314525111334736,126.235780209317
"1550","UK5099","A498",4,0.0377973470501993,0.0314525111334736,120.172748337328
"1551","UK5099","ACHN",1,0.036393649521937,0.0380091976631821,95.7495863091844
"1552","UK5099","ACHN",2,0.0363741490485366,0.0380091976631821,95.698281691883
"1553","UK5099","ACHN",3,0.0381511021358646,0.0380091976631821,100.373342457634
"1554","UK5099","ACHN",4,0.0394512240567227,0.0380091976631821,103.793888011842
"1555","UK5099","ACHN",5,0.0356609693533165,0.0380091976631821,93.8219471753274
"1556","UK5099","BT549",1,0.0362996407268811,0.0361593240141026,100.388051260924
"1557","UK5099","BT549",2,0.0316587474300098,0.0361593240141026,87.5534825199233
"1558","UK5099","BT549",3,0.0329670131338681,0.0361593240141026,91.1715415946672
"1559","UK5099","BT549",4,0.0343717053064673,0.0361593240141026,95.0562717739465
"1560","UK5099","BT549",5,0.0389818110518614,0.0361593240141026,107.805696358311
"1561","UK5099","COLO205",1,0.0548549110905593,0.0534429368350681,102.642022199957
"1562","UK5099","COLO205",2,0.0541841179589806,0.0534429368350681,101.386864509711
"1563","UK5099","COLO205",3,0.0543639395023854,0.0534429368350681,101.723338427601
"1564","UK5099","COLO205",4,0.0561063955393314,0.0534429368350681,104.983743151098
"1565","UK5099","COLO205",5,0.0585065679358865,0.0534429368350681,109.474836902106
"1566","UK5099","EKVX",1,0.0213812700137025,0.0225374094814301,94.870131508769
"1567","UK5099","EKVX",2,0.0231134042045973,0.0225374094814301,102.555727283749
"1568","UK5099","EKVX",3,0.0238070586785899,0.0225374094814301,105.633518786646
"1569","UK5099","EKVX",4,0.0217426598776093,0.0225374094814301,96.4736426141806
"1570","UK5099","EKVX",5,0.0219844364645515,0.0225374094814301,97.5464215737205
"1571","UK5099","HCT15",1,0.0494672099965316,0.0483074373286203,102.400815965504
"1572","UK5099","HCT15",2,0.0456750294017701,0.0483074373286203,94.550719159572
"1573","UK5099","HCT15",3,0.0443753556119638,0.0483074373286203,91.8602974322405
"1574","UK5099","HCT15",4,0.0480517293842294,0.0483074373286203,99.4706654740316
"1575","UK5099","HCT15",5,0.0489425911034067,0.0483074373286203,101.314815709361
"1576","UK5099","HOP62",1,0.0311501694044197,0.0328472134228197,94.8335221117384
"1577","UK5099","HOP62",2,0.0328145486833287,0.0328472134228197,99.9005555233239
"1578","UK5099","HOP62",3,0.0322992807878925,0.0328472134228197,98.3318748294595
"1579","UK5099","HOP62",4,0.0331193693225457,0.0328472134228197,100.828550952626
"1580","UK5099","HOP62",5,0.0318773196216894,0.0328472134228197,97.0472569814506
"1581","UK5099","HS578T",1,0.0307640434308268,0.0300198026815637,102.479166026365
"1582","UK5099","HS578T",2,0.0351315735530047,0.0300198026815637,117.027996238564
"1583","UK5099","HS578T",3,0.0284659877663294,0.0300198026815637,94.8240335497322
"1584","UK5099","HS578T",4,0.0327640550113302,0.0300198026815637,109.141473576213
"1585","UK5099","HS578T",5,0.031256889633627,0.0300198026815637,104.120903009209
"1586","UK5099","HT29",1,0.0520417917690542,0.0476834215568565,109.140221212945
"1587","UK5099","HT29",2,0.0478375360156732,0.0476834215568565,100.323203440074
"1588","UK5099","HT29",3,0.0477603273776179,0.0476834215568565,100.161284191131
"1589","UK5099","HT29",4,0.0505207141885349,0.0476834215568565,105.950270637134
"1590","UK5099","HT29",5,0.049121274693671,0.0476834215568565,103.015415190162
"1591","UK5099","IGROV1",1,0.0415118667343728,0.038474897061932,107.89337959125
"1592","UK5099","IGROV1",2,0.0375969049930346,0.038474897061932,97.7180132087576
"1593","UK5099","IGROV1",3,0.039726408030314,0.038474897061932,103.25279874399
"1594","UK5099","IGROV1",4,0.0403979563369818,0.038474897061932,104.998218115969
"1595","UK5099","IGROV1",5,0.0356809272793996,0.038474897061932,92.7382007597447
"1596","UK5099","LOXIMVI",1,0.051871463880723,0.0508644306721432,101.979837767321
"1597","UK5099","LOXIMVI",2,0.0496997793926338,0.0508644306721432,97.7102834650477
"1598","UK5099","LOXIMVI",3,0.0498113276738614,0.0508644306721432,97.9295885467199
"1599","UK5099","LOXIMVI",4,0.0545563360491575,0.0508644306721432,107.258324389417
"1600","UK5099","LOXIMVI",5,0.0431303735897792,0.0508644306721432,84.7947632949725
"1601","UK5099","M14",1,0.0385686794853252,0.0383425390848164,100.589789841535
"1602","UK5099","M14",2,0.0377849712649473,0.0383425390848164,98.5458244728244
"1603","UK5099","M14",3,0.0408406482268385,0.0383425390848164,106.515241821873
"1604","UK5099","M14",4,0.0390289905820293,0.0383425390848164,101.790313092449
"1605","UK5099","M14",5,0.0378805381719925,0.0383425390848164,98.7950695915001
"1606","UK5099","MALME3M",1,0.0162213517697416,0.0149155090091872,108.754932599016
"1607","UK5099","MALME3M",2,0.0149836012484928,0.0149155090091872,100.456519715577
"1608","UK5099","MALME3M",3,0.0145320962363862,0.0149155090091872,97.4294355454795
"1609","UK5099","MALME3M",4,0.0154313453400904,0.0149155090091872,103.458389053874
"1610","UK5099","MALME3M",5,0.0138988105870653,0.0149155090091872,93.1836156480101
"1611","UK5099","MDAMB231",1,0.031760299471018,0.0313143348703864,101.424154791975
"1612","UK5099","MDAMB231",2,0.0321691740804954,0.0313143348703864,102.729865455062
"1613","UK5099","MDAMB231",3,0.0313539867834417,0.0313143348703864,100.126625435985
"1614","UK5099","MDAMB231",4,0.0324668661040448,0.0313143348703864,103.68052279708
"1615","UK5099","MDAMB231",5,0.0314273297142239,0.0313143348703864,100.360840631951
"1616","UK5099","OVCAR4",1,0.0316408235958123,0.029170765833557,108.467579412721
"1617","UK5099","OVCAR4",2,0.0288689523518596,0.029170765833557,98.9653563316799
"1618","UK5099","OVCAR4",3,0.0306592044796337,0.029170765833557,105.102501094999
"1619","UK5099","OVCAR4",4,0.0268885319270112,0.029170765833557,92.1762976002488
"1620","UK5099","OVCAR4",5,0.0261589387944344,0.029170765833557,89.6751869446711
"1621","UK5099","OVCAR5",1,0.0480388968656517,0.0434162002674235,110.647400209494
"1622","UK5099","OVCAR5",2,0.042174069234424,0.0434162002674235,97.1390148715259
"1623","UK5099","OVCAR5",3,0.0464235920813369,0.0434162002674235,106.92688857014
"1624","UK5099","OVCAR5",4,0.0444060852247575,0.0434162002674235,102.27998984535
"1625","UK5099","OVCAR5",5,0.0489336765257736,0.0434162002674235,112.708335193695
"1626","UK5099","SF539",1,0.0382175324482563,0.0384652108775527,99.3560975654472
"1627","UK5099","SF539",2,0.032873892596778,0.0384652108775527,85.4639604119845
"1628","UK5099","SF539",3,0.0353163994985764,0.0384652108775527,91.8138720492135
"1629","UK5099","SF539",4,0.0397003295504422,0.0384652108775527,103.211001954003
"1630","UK5099","SF539",5,0.0343603103501969,0.0384652108775527,89.3282775949855
"1631","UK5099","SKMEL2",1,0.0315331448150409,0.0333796703715687,94.4681132678271
"1632","UK5099","SKMEL2",2,0.0356719671485352,0.0333796703715687,106.867343959511
"1633","UK5099","SKMEL2",3,0.0342758343644547,0.0333796703715687,102.684759864044
"1634","UK5099","SKMEL2",4,0.03032752243237,0.0333796703715687,90.8562669875901
"1635","UK5099","SKMEL2",5,0.0300615171952776,0.0333796703715687,90.0593590668967
"1636","UK5099","SW620",1,0.0373003326340959,0.037384362126904,99.7752282290579
"1637","UK5099","SW620",2,0.038340034633772,0.037384362126904,102.556342953302
"1638","UK5099","SW620",3,0.0376783915788981,0.037384362126904,100.786503862219
"1639","UK5099","SW620",4,0.0375408990614872,0.037384362126904,100.418723031978
"1640","UK5099","SW620",5,0.0372702119759899,0.037384362126904,99.694658021644
"1641","UK5099","T47D",1,0.0265669892733984,0.0276361106024267,96.1314334552762
"1642","UK5099","T47D",2,0.0278920071578005,0.0276361106024267,100.925949961104
"1643","UK5099","T47D",3,0.0257959432891973,0.0276361106024267,93.3414388887708
"1644","UK5099","T47D",4,0.0278710966055512,0.0276361106024267,100.850286085857
"1645","UK5099","T47D",5,0.030578662282734,0.0276361106024267,110.647488435109
"1646","UK5099","UACC257",1,0.0263749127925606,0.0272559337351184,96.7675994845015
"1647","UK5099","UACC257",2,0.0265206943771563,0.0272559337351184,97.3024613094989
"1648","UK5099","UACC257",3,0.0277573998816413,0.0272559337351184,101.839842110699
"1649","UK5099","UACC257",4,0.0284543740560627,0.0272559337351184,104.396988679937
"1650","UK5099","UACC257",5,0.0270670651886647,0.0272559337351184,99.3070553066015
"1651","Cladribine","A498",1,0.02651799528862,0.0292800681087454,90.5667131310379
"1652","Cladribine","A498",2,0.0258558807072599,0.0292800681087454,88.3053980995939
"1653","Cladribine","A498",3,0.0275409106276298,0.0292800681087454,94.0602683209055
"1654","Cladribine","A498",4,0.0205360366818397,0.0292800681087454,70.1365741553926
"1655","Cladribine","A498",5,-0.0109629264142981,0.0292800681087454,-37.441601479826
"1656","Cladribine","ACHN",1,0.0354471318032522,0.0354804395010489,99.9061237733662
"1657","Cladribine","ACHN",2,0.0336110818576695,0.0354804395010489,94.7313007683456
"1658","Cladribine","ACHN",3,0.030084832858402,0.0354804395010489,84.7927288429238
"1659","Cladribine","ACHN",4,0.00481917175060003,0.0354804395010489,13.5826157126874
"1660","Cladribine","ACHN",5,0.0037808368591549,0.0354804395010489,10.6561161933835
"1661","Cladribine","BT549",1,0.033646613148247,0.0347871115463391,96.721491531216
"1662","Cladribine","BT549",2,0.0256133406148258,0.0347871115463391,73.6288225042971
"1663","Cladribine","BT549",3,0.023854217742855,0.0347871115463391,68.5719988883795
"1664","Cladribine","BT549",4,0.0183597385458556,0.0347871115463391,52.7774159156591
"1665","Cladribine","BT549",5,0.00855834285629946,0.0347871115463391,24.6020508052216
"1666","Cladribine","COLO205",1,0.0513945229125398,0.0504060929258587,101.96093354852
"1667","Cladribine","COLO205",2,0.0497817078945311,0.0504060929258587,98.7612905601592
"1668","Cladribine","COLO205",3,0.0434948725046062,0.0504060929258587,86.2889186205763
"1669","Cladribine","COLO205",4,0.0280598372650042,0.0504060929258587,55.6675505603595
"1670","Cladribine","COLO205",5,0.0217214997262947,0.0504060929258587,43.0930041696436
"1671","Cladribine","EKVX",1,0.0208045338139784,0.0222251351618679,93.608131795181
"1672","Cladribine","EKVX",2,0.0236458931002655,0.0222251351618679,106.39257276975
"1673","Cladribine","EKVX",3,0.0214226228530973,0.0222251351618679,96.3891679266476
"1674","Cladribine","EKVX",4,0.0189904196254321,0.0222251351618679,85.4456878985121
"1675","Cladribine","EKVX",5,0.0134402343518573,0.0222251351618679,60.4731276276643
"1676","Cladribine","HCT15",1,0.044458962115073,0.0436303640004474,101.899131794126
"1677","Cladribine","HCT15",2,0.0437432544860404,0.0436303640004474,100.258742937812
"1678","Cladribine","HCT15",3,0.0387961699072032,0.0436303640004474,88.9201151445937
"1679","Cladribine","HCT15",4,0.032172277007145,0.0436303640004474,73.7382732053646
"1680","Cladribine","HCT15",5,0.0269471787317606,0.0436303640004474,61.762443080888
"1681","Cladribine","HOP62",1,0.031767119654394,0.0288992724054065,109.923596721594
"1682","Cladribine","HOP62",2,0.0303722796508596,0.0288992724054065,105.097039208425
"1683","Cladribine","HOP62",3,0.027320293440869,0.0288992724054065,94.5362674105175
"1684","Cladribine","HOP62",4,0.0152383549916081,0.0288992724054065,52.7291994685557
"1685","Cladribine","HOP62",5,-0.00266365124889033,0.0288992724054065,-9.21701837860807
"1686","Cladribine","HS578T",1,0.0265654551364562,0.0288404846825183,92.1116806076386
"1687","Cladribine","HS578T",2,0.0260852184919506,0.0288404846825183,90.4465329868821
"1688","Cladribine","HS578T",3,0.0272748255553489,0.0288404846825183,94.5713147875128
"1689","Cladribine","HS578T",4,0.0254212904080773,0.0288404846825183,88.1444632013635
"1690","Cladribine","HS578T",5,0.0210526757505858,0.0288404846825183,72.996955433786
"1691","Cladribine","HT29",1,0.0476137141189007,0.0467873773935254,101.766153119516
"1692","Cladribine","HT29",2,0.0465123615293851,0.0467873773935254,99.4122007270739
"1693","Cladribine","HT29",3,0.047051176150229,0.0467873773935254,100.56382462835
"1694","Cladribine","HT29",4,0.0354848683999466,0.0467873773935254,75.8428242333094
"1695","Cladribine","HT29",5,0.020655147681156,0.0467873773935254,44.1468379546623
"1696","Cladribine","IGROV1",1,0.0423388896608582,0.042077548434673,100.62109423174
"1697","Cladribine","IGROV1",2,0.0451596538516479,0.042077548434673,107.324821743738
"1698","Cladribine","IGROV1",3,0.0408832376087297,0.042077548434673,97.1616435121034
"1699","Cladribine","IGROV1",4,0.0317662084892552,0.042077548434673,75.4944374636594
"1700","Cladribine","IGROV1",5,0.0207683093381601,0.042077548434673,49.3572228201548
"1701","Cladribine","LOXIMVI",1,0.0465893830888808,0.0475343819051574,98.0119678043525
"1702","Cladribine","LOXIMVI",2,0.049207051240831,0.0475343819051574,103.518862071271
"1703","Cladribine","LOXIMVI",3,0.0489804018981253,0.0475343819051574,103.042050690494
"1704","Cladribine","LOXIMVI",4,0.0338951508439952,0.0475343819051574,71.3065984777591
"1705","Cladribine","LOXIMVI",5,-0.0161148389415642,0.0475343819051574,-33.9014378554816
"1706","Cladribine","M14",1,0.0377825079239623,0.037484959760084,100.793780134173
"1707","Cladribine","M14",2,0.0387376258869114,0.037484959760084,103.341783304143
"1708","Cladribine","M14",3,0.0328435380284108,0.037484959760084,87.6179092591271
"1709","Cladribine","M14",4,0.00958892420929272,0.037484959760084,25.5807242975982
"1710","Cladribine","M14",5,-0.00088865406419623,0.037484959760084,-2.37069499309565
"1711","Cladribine","MALME3M",1,0.0198547561769496,0.0204338432307294,97.1660394609029
"1712","Cladribine","MALME3M",2,0.0221269269480304,0.0204338432307294,108.285684186687
"1713","Cladribine","MALME3M",3,0.016058864768484,0.0204338432307294,78.5895467003185
"1714","Cladribine","MALME3M",4,0.00147856224297726,0.0204338432307294,7.23584998809097
"1715","Cladribine","MALME3M",5,0.000532457633576765,0.0204338432307294,2.60576352458273
"1716","Cladribine","MDAMB231",1,0.0296044492144275,0.0298112253218478,99.3063817230324
"1717","Cladribine","MDAMB231",2,0.0303302148784032,0.0298112253218478,101.740919908364
"1718","Cladribine","MDAMB231",3,0.0238782731846003,0.0298112253218478,80.0982613992072
"1719","Cladribine","MDAMB231",4,0.021249011760521,0.0298112253218478,71.2785587680898
"1720","Cladribine","MDAMB231",5,0.0162898461347887,0.0298112253218478,54.6433296817568
"1721","Cladribine","OVCAR4",1,0.0278801184018996,0.0281152857919865,99.163560378412
"1722","Cladribine","OVCAR4",2,0.0255226454449837,0.0281152857919865,90.7785381724921
"1723","Cladribine","OVCAR4",3,0.0249221404769282,0.0281152857919865,88.642671681579
"1724","Cladribine","OVCAR4",4,0.0227769028491659,0.0281152857919865,81.0125247087398
"1725","Cladribine","OVCAR4",5,0.016340526466959,0.0281152857919865,58.1197238678484
"1726","Cladribine","OVCAR5",1,0.0419687639066662,0.0446581583765071,93.9778204753385
"1727","Cladribine","OVCAR5",2,0.0463474667505926,0.0446581583765071,103.782754227891
"1728","Cladribine","OVCAR5",3,0.0444746233731882,0.0446581583765071,99.589022454147
"1729","Cladribine","OVCAR5",4,0.031132748819267,0.0446581583765071,69.7134632305945
"1730","Cladribine","OVCAR5",5,0.0148793909474111,0.0446581583765071,33.3184159139857
"1731","Cladribine","SF539",1,0.0391530897517465,0.0382123028998615,102.461999880903
"1732","Cladribine","SF539",2,0.035355092256263,0.0382123028998615,92.5227991333416
"1733","Cladribine","SF539",3,0.0392599965535615,0.0382123028998615,102.741770514186
"1734","Cladribine","SF539",4,0.0367128728583468,0.0382123028998615,96.076054234564
"1735","Cladribine","SF539",5,0.028997591697442,0.0382123028998615,75.8854858170485
"1736","Cladribine","SKMEL2",1,0.0330555383308846,0.033169557727411,99.6562528886777
"1737","Cladribine","SKMEL2",2,0.0355454794418247,0.033169557727411,107.162958680182
"1738","Cladribine","SKMEL2",3,0.0268979849867503,0.033169557727411,81.0923835879851
"1739","Cladribine","SKMEL2",4,0.0231506993219648,0.033169557727411,69.7950196147275
"1740","Cladribine","SKMEL2",5,0.011948546936829,0.033169557727411,36.0226296504245
"1741","Cladribine","SW620",1,0.0356067218514178,0.036494371470144,97.5677081616477
"1742","Cladribine","SW620",2,0.0371446602058781,0.036494371470144,101.781887752927
"1743","Cladribine","SW620",3,0.0335910659087974,0.036494371470144,92.0445114016506
"1744","Cladribine","SW620",4,0.0325795575502447,0.036494371470144,89.2728282137916
"1745","Cladribine","SW620",5,0.0267933649296159,0.036494371470144,73.4178007464396
"1746","Cladribine","T47D",1,0.0279215257182531,0.0266750841674784,104.672680854347
"1747","Cladribine","T47D",2,0.025912175293078,0.0266750841674784,97.1399944996967
"1748","Cladribine","T47D",3,0.0260034826370315,0.0266750841674784,97.4822889921161
"1749","Cladribine","T47D",4,0.0186030974441813,0.0266750841674784,69.7396016724166
"1750","Cladribine","T47D",5,0.00949385686836678,0.0266750841674784,35.5907288192981
"1751","Cladribine","UACC257",1,0.0276391145692195,0.0271632150486013,101.751999974108
"1752","Cladribine","UACC257",2,0.0271984730639415,0.0271632150486013,100.129800597157
"1753","Cladribine","UACC257",3,0.025987723147284,0.0271632150486013,95.6724861206083
"1754","Cladribine","UACC257",4,0.0162732778431825,0.0271632150486013,59.9092479077528
"1755","Cladribine","UACC257",5,0.0103044743116205,0.0271632150486013,37.9354001107138
"1756","Decitabine","A498",1,0.0255704511282819,0.0292800681087454,87.3305725700974
"1757","Decitabine","A498",2,0.0277996201022796,0.0292800681087454,94.9438368757632
"1758","Decitabine","A498",3,0.0267449245724723,0.0292800681087454,91.3417430353725
"1759","Decitabine","A498",4,0.0273821288693204,0.0292800681087454,93.5179821564072
"1760","Decitabine","A498",5,0.0223468504309833,0.0292800681087454,76.3210329565753
"1761","Decitabine","ACHN",1,0.0349994639133294,0.0354804395010489,98.6443922496921
"1762","Decitabine","ACHN",2,0.0345908476795097,0.0354804395010489,97.4927260370804
"1763","Decitabine","ACHN",3,0.0336763604982057,0.0354804395010489,94.9152856384718
"1764","Decitabine","ACHN",4,0.0179999496194779,0.0354804395010489,50.7320367859193
"1765","Decitabine","ACHN",5,0.0037212126024798,0.0354804395010489,10.4880679461983
"1766","Decitabine","BT549",1,0.0324106933599598,0.0347871115463391,93.168682075792
"1767","Decitabine","BT549",2,0.031978344141384,0.0347871115463391,91.9258389670737
"1768","Decitabine","BT549",3,0.0278479760921658,0.0347871115463391,80.0525679031159
"1769","Decitabine","BT549",4,0.0294631311205925,0.0347871115463391,84.6955375451204
"1770","Decitabine","BT549",5,0.0203767525994478,0.0347871115463391,58.5755807069651
"1771","Decitabine","COLO205",1,0.0534247289869776,0.0504060929258587,105.988633289946
"1772","Decitabine","COLO205",2,0.0493871420666341,0.0504060929258587,97.9785164846572
"1773","Decitabine","COLO205",3,0.0464217209311309,0.0504060929258587,92.0954556017894
"1774","Decitabine","COLO205",4,0.0454988984181796,0.0504060929258587,90.2646798772978
"1775","Decitabine","COLO205",5,0.0398817019053331,0.0504060929258587,79.1207959005953
"1776","Decitabine","EKVX",1,0.0218037941615651,0.0222251351618679,98.1042140025959
"1777","Decitabine","EKVX",2,0.020968754407261,0.0222251351618679,94.3470276088017
"1778","Decitabine","EKVX",3,0.0200484335912837,0.0222251351618679,90.2061267356484
"1779","Decitabine","EKVX",4,0.0205312191454918,0.0222251351618679,92.3783769860601
"1780","Decitabine","EKVX",5,0.0165182712719104,0.0222251351618679,74.322478363376
"1781","Decitabine","HCT15",1,0.0398304462705515,0.0436303640004474,91.2906577404282
"1782","Decitabine","HCT15",2,0.043953850121292,0.0436303640004474,100.741424299924
"1783","Decitabine","HCT15",3,0.0435502627137897,0.0436303640004474,99.8164093092212
"1784","Decitabine","HCT15",4,0.0390116327962305,0.0436303640004474,89.4139521637511
"1785","Decitabine","HCT15",5,0.0288142521163473,0.0436303640004474,66.0417412883647
"1786","Decitabine","HOP62",1,0.0285657886069362,0.0288992724054065,98.8460477696734
"1787","Decitabine","HOP62",2,0.0259513860038165,0.0288992724054065,89.7994442204762
"1788","Decitabine","HOP62",3,0.0315136398339954,0.0288992724054065,109.046481834953
"1789","Decitabine","HOP62",4,0.027819759105248,0.0288992724054065,96.2645658166932
"1790","Decitabine","HOP62",5,0.0232537524894501,0.0288992724054065,80.4648371877339
"1791","Decitabine","HS578T",1,0.0255502244285171,0.0288404846825183,88.5915223332027
