"","idx","injseq","source_plate","well384","well96","cell","drug","conc","quadrant"
"2840",13474,"233","P1","D15","B8","UACC257","Asparaginase","7.33e+01",3
"2841",19267,"273","P1","D15","B8","M14","Asparaginase","7.33e+01",3
"2842",16862,"295","P1","D15","B8","OVCAR4","Asparaginase","7.33e+01",3
"2843",16863,"295","P1","D15","B8","OVCAR4","Asparaginase","7.33e+01",3
"2844",5373,"247","P1","D15","B8","HOP62","Asparaginase"," 73.3000",3
"2845",15081,"220","P1","D15","B8","SW620","Asparaginase","7.33e+01",3
"2846",13475,"233","P1","D15","B8","UACC257","Asparaginase","7.33e+01",3
"2847",24096,"246","P1","D15","B8","ACHN","Asparaginase","7.33e+01",3
"2848",580,"290","P1","D15","B8","LOXIMVI","Asparaginase","7.33e+01",3
"2849",8706,"286","P1","D15","B8","HT29","Asparaginase","7.33e+01",3
"2850",22524,"274","P1","D15","B8","MALME3M","Asparaginase","7.33e+01",3
"2851",20875,"261","P1","D15","B8","A498","Asparaginase"," 73.3000",3
"2852",3709,"224","P1","D15","B8","T47D","Asparaginase"," 73.3000",3
"2853",29913,"305","P1","D15","B8","SKMEL2","Asparaginase","7.33e+01",3
"2854",5372,"247","P1","D15","B8","HOP62","Asparaginase"," 73.3000",3
"2855",33954,"286","P1","D15","B8","BT549","Asparaginase","7.33e+01",3
"2856",2092,"232","P1","D15","B8","MDAMB231","Asparaginase","7.33e+01",3
"2857",29912,"305","P1","D15","B8","SKMEL2","Asparaginase","7.33e+01",3
"2858",3708,"224","P1","D15","B8","T47D","Asparaginase"," 73.3000",3
"2859",19266,"273","P1","D15","B8","M14","Asparaginase","7.33e+01",3
"2860",11038,"228","P1","D15","B8","OVCAR5","Asparaginase"," 73.3000",3
"2861",31511,"288","P1","D15","B8","SF539","Asparaginase","7.33e+01",3
"2862",31510,"288","P1","D15","B8","SF539","Asparaginase","7.33e+01",3
"2863",33955,"286","P1","D15","B8","BT549","Asparaginase","7.33e+01",3
"2864",22525,"274","P1","D15","B8","MALME3M","Asparaginase","7.33e+01",3
"2865",24097,"246","P1","D15","B8","ACHN","Asparaginase","7.33e+01",3
"2866",29040,"270","P1","D15","B8","HCT15","Asparaginase"," 73.3000",3
"2867",11812,"214","P1","D15","B8","COLO205","Asparaginase"," 73.3000",3
"2868",11813,"214","P1","D15","B8","COLO205","Asparaginase"," 73.3000",3
"2869",20874,"261","P1","D15","B8","A498","Asparaginase"," 73.3000",3
"2870",581,"290","P1","D15","B8","LOXIMVI","Asparaginase","7.33e+01",3
"2871",6988,"243","P1","D15","B8","EKVX","Asparaginase","7.33e+01",3
"2872",26621,"284","P1","D15","B8","IGROV1","Asparaginase","7.33e+01",3
"2873",11039,"228","P1","D15","B8","OVCAR5","Asparaginase"," 73.3000",3
"2874",24840,"210","P1","D15","B8","HS578T","Asparaginase","7.33e+01",3
"2875",2093,"232","P1","D15","B8","MDAMB231","Asparaginase","7.33e+01",3
"2876",26620,"284","P1","D15","B8","IGROV1","Asparaginase","7.33e+01",3
"2877",29041,"270","P1","D15","B8","HCT15","Asparaginase"," 73.3000",3
"2878",24841,"210","P1","D15","B8","HS578T","Asparaginase","7.33e+01",3
"2879",13700,"346","P1","D16","B8","UACC257","UK5099","1.10e-02",4
"2880",15278,"319","P1","D16","B8","SW620","UK5099","1.10e-02",4
"2881",24325,"360","P1","D16","B8","ACHN","UK5099","1.10e-02",4
"2882",34184,"401","P1","D16","B8","BT549","UK5099","1.10e-02",4
"2883",7197,"347","P1","D16","B8","EKVX","UK5099","1.10e-02",4
"2884",16968,"348","P1","D16","B8","OVCAR4","UK5099","1.10e-02",4
"2885",5558,"340","P1","D16","B8","HOP62","UK5099","  0.0110",4
"2886",13701,"346","P1","D16","B8","UACC257","UK5099","1.10e-02",4
"2887",19520,"400","P1","D16","B8","M14","UK5099","1.10e-02",4
"2888",30102,"400","P1","D16","B8","SKMEL2","UK5099","1.10e-02",4
"2889",2356,"364","P1","D16","B8","MDAMB231","UK5099","1.10e-02",4
"2890",12084,"350","P1","D16","B8","COLO205","UK5099","  0.0110",4
"2891",25175,"377","P1","D16","B8","HS578T","UK5099","1.10e-02",4
"2892",7196,"347","P1","D16","B8","EKVX","UK5099","1.10e-02",4
"2893",15279,"319","P1","D16","B8","SW620","UK5099","1.10e-02",4
"2894",26718,"333","P1","D16","B8","IGROV1","UK5099","1.10e-02",4
"2895",29128,"314","P1","D16","B8","HCT15","UK5099","  0.0110",4
"2896",16969,"348","P1","D16","B8","OVCAR4","UK5099","1.10e-02",4
"2897",675,"337","P1","D16","B8","LOXIMVI","UK5099","1.10e-02",4
"2898",12085,"350","P1","D16","B8","COLO205","UK5099","  0.0110",4
"2899",34185,"401","P1","D16","B8","BT549","UK5099","1.10e-02",4
"2900",31663,"364","P1","D16","B8","SF539","UK5099","1.10e-02",4
"2901",4018,"379","P1","D16","B8","T47D","UK5099","  0.0110",4
"2902",2357,"364","P1","D16","B8","MDAMB231","UK5099","1.10e-02",4
"2903",8771,"318","P1","D16","B8","HT29","UK5099","1.10e-02",4
"2904",674,"337","P1","D16","B8","LOXIMVI","UK5099","1.10e-02",4
"2905",30103,"400","P1","D16","B8","SKMEL2","UK5099","1.10e-02",4
"2906",24324,"360","P1","D16","B8","ACHN","UK5099","1.10e-02",4
"2907",21067,"357","P1","D16","B8","A498","UK5099","  0.0110",4
"2908",19521,"400","P1","D16","B8","M14","UK5099","1.10e-02",4
"2909",11375,"396","P1","D16","B8","OVCAR5","UK5099","  0.0110",4
"2910",5559,"340","P1","D16","B8","HOP62","UK5099","  0.0110",4
"2911",22787,"405","P1","D16","B8","MALME3M","UK5099","1.10e-02",4
"2912",8770,"318","P1","D16","B8","HT29","UK5099","1.10e-02",4
"2913",4019,"379","P1","D16","B8","T47D","UK5099","  0.0110",4
"2914",26719,"333","P1","D16","B8","IGROV1","UK5099","1.10e-02",4
"2915",21066,"357","P1","D16","B8","A498","UK5099","  0.0110",4
"2916",29129,"314","P1","D16","B8","HCT15","UK5099","  0.0110",4
"2917",22786,"405","P1","D16","B8","MALME3M","UK5099","1.10e-02",4
"2918",25174,"377","P1","D16","B8","HS578T","UK5099","1.10e-02",4
"2919",31662,"364","P1","D16","B8","SF539","UK5099","1.10e-02",4
"2920",11374,"396","P1","D16","B8","OVCAR5","UK5099","  0.0110",4
"2921",8676,"271","P1","D17","B9","HT29","Pemetrexed","1.10e+02",3
"2922",31473,"269","P1","D17","B9","SF539","Pemetrexed","1.10e+02",3
"2923",7114,"306","P1","D17","B9","EKVX","Pemetrexed","1.10e+02",3
"2924",33894,"256","P1","D17","B9","BT549","Pemetrexed","1.10e+02",3
"2925",11840,"228","P1","D17","B9","COLO205","Pemetrexed","110.0000",3
"2926",33895,"256","P1","D17","B9","BT549","Pemetrexed","1.10e+02",3
"2927",11030,"224","P1","D17","B9","OVCAR5","Pemetrexed","110.0000",3
"2928",3826,"283","P1","D17","B9","T47D","Pemetrexed","110.0000",3
"2929",19235,"257","P1","D17","B9","M14","Pemetrexed","1.10e+02",3
"2930",31472,"269","P1","D17","B9","SF539","Pemetrexed","1.10e+02",3
"2931",22532,"278","P1","D17","B9","MALME3M","Pemetrexed","1.10e+02",3
"2932",8677,"271","P1","D17","B9","HT29","Pemetrexed","1.10e+02",3
"2933",20901,"274","P1","D17","B9","A498","Pemetrexed","110.0000",3
"2934",24865,"222","P1","D17","B9","HS578T","Pemetrexed","1.10e+02",3
"2935",7115,"306","P1","D17","B9","EKVX","Pemetrexed","1.10e+02",3
"2936",11031,"224","P1","D17","B9","OVCAR5","Pemetrexed","110.0000",3
"2937",29044,"272","P1","D17","B9","HCT15","Pemetrexed","110.0000",3
"2938",16694,"211","P1","D17","B9","OVCAR4","Pemetrexed","1.10e+02",3
"2939",19234,"257","P1","D17","B9","M14","Pemetrexed","1.10e+02",3
"2940",565,"282","P1","D17","B9","LOXIMVI","Pemetrexed","1.10e+02",3
"2941",3827,"283","P1","D17","B9","T47D","Pemetrexed","110.0000",3
"2942",24864,"222","P1","D17","B9","HS578T","Pemetrexed","1.10e+02",3
"2943",564,"282","P1","D17","B9","LOXIMVI","Pemetrexed","1.10e+02",3
"2944",29045,"272","P1","D17","B9","HCT15","Pemetrexed","110.0000",3
"2945",5477,"299","P1","D17","B9","HOP62","Pemetrexed","110.0000",3
"2946",26649,"298","P1","D17","B9","IGROV1","Pemetrexed","1.10e+02",3
"2947",24159,"277","P1","D17","B9","ACHN","Pemetrexed","1.10e+02",3
"2948",20900,"274","P1","D17","B9","A498","Pemetrexed","110.0000",3
"2949",15253,"306","P1","D17","B9","SW620","Pemetrexed","1.10e+02",3
"2950",13494,"243","P1","D17","B9","UACC257","Pemetrexed","1.10e+02",3
"2951",13495,"243","P1","D17","B9","UACC257","Pemetrexed","1.10e+02",3
"2952",11841,"228","P1","D17","B9","COLO205","Pemetrexed","110.0000",3
"2953",15252,"306","P1","D17","B9","SW620","Pemetrexed","1.10e+02",3
"2954",5476,"299","P1","D17","B9","HOP62","Pemetrexed","110.0000",3
"2955",2068,"220","P1","D17","B9","MDAMB231","Pemetrexed","1.10e+02",3
"2956",16695,"211","P1","D17","B9","OVCAR4","Pemetrexed","1.10e+02",3
"2957",29898,"298","P1","D17","B9","SKMEL2","Pemetrexed","1.10e+02",3
"2958",24158,"277","P1","D17","B9","ACHN","Pemetrexed","1.10e+02",3
"2959",29899,"298","P1","D17","B9","SKMEL2","Pemetrexed","1.10e+02",3
"2960",26648,"298","P1","D17","B9","IGROV1","Pemetrexed","1.10e+02",3
"2961",22533,"278","P1","D17","B9","MALME3M","Pemetrexed","1.10e+02",3
"2962",2069,"220","P1","D17","B9","MDAMB231","Pemetrexed","1.10e+02",3
"2963",19508,"394","P1","D18","B9","M14","Irinotecan","1.10e+02",4
"2964",29286,"393","P1","D18","B9","HCT15","Irinotecan","110.0000",4
"2965",22745,"384","P1","D18","B9","MALME3M","Irinotecan","1.10e+02",4
"2966",21035,"341","P1","D18","B9","A498","Irinotecan","110.0000",4
"2967",21034,"341","P1","D18","B9","A498","Irinotecan","110.0000",4
"2968",26821,"384","P1","D18","B9","IGROV1","Irinotecan","1.10e+02",4
"2969",31606,"336","P1","D18","B9","SF539","Irinotecan","1.10e+02",4
"2970",30098,"398","P1","D18","B9","SKMEL2","Irinotecan","1.10e+02",4
"2971",8887,"376","P1","D18","B9","HT29","Irinotecan","1.10e+02",4
"2972",19509,"394","P1","D18","B9","M14","Irinotecan","1.10e+02",4
"2973",4035,"387","P1","D18","B9","T47D","Irinotecan","110.0000",4
"2974",13751,"371","P1","D18","B9","UACC257","Irinotecan","1.10e+02",4
"2975",16993,"360","P1","D18","B9","OVCAR4","Irinotecan","1.10e+02",4
"2976",7291,"394","P1","D18","B9","EKVX","Irinotecan","1.10e+02",4
"2977",11198,"308","P1","D18","B9","OVCAR5","Irinotecan","110.0000",4
"2978",7290,"394","P1","D18","B9","EKVX","Irinotecan","1.10e+02",4
"2979",26820,"384","P1","D18","B9","IGROV1","Irinotecan","1.10e+02",4
"2980",22744,"384","P1","D18","B9","MALME3M","Irinotecan","1.10e+02",4
"2981",29287,"393","P1","D18","B9","HCT15","Irinotecan","110.0000",4
"2982",31607,"336","P1","D18","B9","SF539","Irinotecan","1.10e+02",4
"2983",12006,"311","P1","D18","B9","COLO205","Irinotecan","110.0000",4
"2984",5637,"379","P1","D18","B9","HOP62","Irinotecan","110.0000",4
"2985",34160,"389","P1","D18","B9","BT549","Irinotecan","1.10e+02",4
"2986",25093,"336","P1","D18","B9","HS578T","Irinotecan","1.10e+02",4
"2987",16992,"360","P1","D18","B9","OVCAR4","Irinotecan","1.10e+02",4
"2988",15344,"352","P1","D18","B9","SW620","Irinotecan","1.10e+02",4
"2989",2387,"379","P1","D18","B9","MDAMB231","Irinotecan","1.10e+02",4
"2990",34161,"389","P1","D18","B9","BT549","Irinotecan","1.10e+02",4
"2991",12007,"311","P1","D18","B9","COLO205","Irinotecan","110.0000",4
"2992",11199,"308","P1","D18","B9","OVCAR5","Irinotecan","110.0000",4
"2993",13750,"371","P1","D18","B9","UACC257","Irinotecan","1.10e+02",4
"2994",25092,"336","P1","D18","B9","HS578T","Irinotecan","1.10e+02",4
"2995",24343,"369","P1","D18","B9","ACHN","Irinotecan","1.10e+02",4
"2996",4034,"387","P1","D18","B9","T47D","Irinotecan","110.0000",4
"2997",15345,"352","P1","D18","B9","SW620","Irinotecan","1.10e+02",4
"2998",24342,"369","P1","D18","B9","ACHN","Irinotecan","1.10e+02",4
"2999",723,"361","P1","D18","B9","LOXIMVI","Irinotecan","1.10e+02",4
"3000",30099,"398","P1","D18","B9","SKMEL2","Irinotecan","1.10e+02",4
"3001",2386,"379","P1","D18","B9","MDAMB231","Irinotecan","1.10e+02",4
"3002",722,"361","P1","D18","B9","LOXIMVI","Irinotecan","1.10e+02",4
"3003",8886,"376","P1","D18","B9","HT29","Irinotecan","1.10e+02",4
"3004",5636,"379","P1","D18","B9","HOP62","Irinotecan","110.0000",4
"3005",2175,"273","P1","D19","B10","MDAMB231","DMSO","3.67e+02",3
"3006",33940,"279","P1","D19","B10","BT549","DMSO","3.67e+02",3
"3007",19303,"291","P1","D19","B10","M14","DMSO","3.67e+02",3
"3008",13488,"240","P1","D19","B10","UACC257","DMSO","3.67e+02",3
"3009",8555,"210","P1","D19","B10","HT29","DMSO","3.67e+02",3
"3010",3741,"240","P1","D19","B10","T47D","DMSO","367.0000",3
"3011",20809,"228","P1","D19","B10","A498","DMSO","367.0000",3
"3012",24939,"259","P1","D19","B10","HS578T","DMSO","3.67e+02",3
"3013",5320,"221","P1","D19","B10","HOP62","DMSO","367.0000",3
"3014",2174,"273","P1","D19","B10","MDAMB231","DMSO","3.67e+02",3
"3015",7051,"274","P1","D19","B10","EKVX","DMSO","3.67e+02",3
"3016",19302,"291","P1","D19","B10","M14","DMSO","3.67e+02",3
"3017",15170,"265","P1","D19","B10","SW620","DMSO","3.67e+02",3
"3018",20808,"228","P1","D19","B10","A498","DMSO","367.0000",3
"3019",13489,"240","P1","D19","B10","UACC257","DMSO","3.67e+02",3
"3020",16797,"262","P1","D19","B10","OVCAR4","DMSO","3.67e+02",3
"3021",26487,"217","P1","D19","B10","IGROV1","DMSO","3.67e+02",3
"3022",28914,"207","P1","D19","B10","HCT15","DMSO","367.0000",3
"3023",31433,"249","P1","D19","B10","SF539","DMSO","3.67e+02",3
"3024",24938,"259","P1","D19","B10","HS578T","DMSO","3.67e+02",3
"3025",33941,"279","P1","D19","B10","BT549","DMSO","3.67e+02",3
"3026",11834,"225","P1","D19","B10","COLO205","DMSO","367.0000",3
"3027",8554,"210","P1","D19","B10","HT29","DMSO","3.67e+02",3
"3028",5321,"221","P1","D19","B10","HOP62","DMSO","367.0000",3
"3029",22553,"288","P1","D19","B10","MALME3M","DMSO","3.67e+02",3
"3030",7050,"274","P1","D19","B10","EKVX","DMSO","3.67e+02",3
"3031",24214,"305","P1","D19","B10","ACHN","DMSO","3.67e+02",3
"3032",462,"231","P1","D19","B10","LOXIMVI","DMSO","3.67e+02",3
"3033",463,"231","P1","D19","B10","LOXIMVI","DMSO","3.67e+02",3
"3034",24215,"305","P1","D19","B10","ACHN","DMSO","3.67e+02",3
"3035",15171,"265","P1","D19","B10","SW620","DMSO","3.67e+02",3
"3036",29782,"240","P1","D19","B10","SKMEL2","DMSO","3.67e+02",3
"3037",11835,"225","P1","D19","B10","COLO205","DMSO","367.0000",3
"3038",28915,"207","P1","D19","B10","HCT15","DMSO","367.0000",3
"3039",10996,"207","P1","D19","B10","OVCAR5","DMSO","367.0000",3
"3040",26486,"217","P1","D19","B10","IGROV1","DMSO","3.67e+02",3
"3041",22552,"288","P1","D19","B10","MALME3M","DMSO","3.67e+02",3
"3042",29783,"240","P1","D19","B10","SKMEL2","DMSO","3.67e+02",3
"3043",10997,"207","P1","D19","B10","OVCAR5","DMSO","367.0000",3
"3044",16796,"262","P1","D19","B10","OVCAR4","DMSO","3.67e+02",3
"3045",31432,"249","P1","D19","B10","SF539","DMSO","3.67e+02",3
"3046",3740,"240","P1","D19","B10","T47D","DMSO","367.0000",3
"3047",29962,"330","P1","D2","B1","SKMEL2","DMSO","3.67e+02",4
"3048",31652,"359","P1","D2","B1","SF539","DMSO","3.67e+02",4
"3049",24372,"384","P1","D2","B1","ACHN","DMSO","3.67e+02",4
"3050",34164,"391","P1","D2","B1","BT549","DMSO","3.67e+02",4
"3051",21140,"394","P1","D2","B1","A498","DMSO","367.0000",4
"3052",11260,"339","P1","D2","B1","OVCAR5","DMSO","367.0000",4
"3053",3883,"311","P1","D2","B1","T47D","DMSO","367.0000",4
"3054",26844,"396","P1","D2","B1","IGROV1","DMSO","3.67e+02",4
"3055",26845,"396","P1","D2","B1","IGROV1","DMSO","3.67e+02",4
"3056",34165,"391","P1","D2","B1","BT549","DMSO","3.67e+02",4
"3057",13800,"396","P1","D2","B1","UACC257","DMSO","3.67e+02",4
"3058",8786,"326","P1","D2","B1","HT29","DMSO","3.67e+02",4
"3059",7250,"374","P1","D2","B1","EKVX","DMSO","3.67e+02",4
"3060",763,"381","P1","D2","B1","LOXIMVI","DMSO","3.67e+02",4
"3061",19402,"341","P1","D2","B1","M14","DMSO","3.67e+02",4
"3062",21141,"394","P1","D2","B1","A498","DMSO","367.0000",4
"3063",24373,"384","P1","D2","B1","ACHN","DMSO","3.67e+02",4
"3064",19403,"341","P1","D2","B1","M14","DMSO","3.67e+02",4
"3065",5667,"394","P1","D2","B1","HOP62","DMSO","367.0000",4
"3066",11261,"339","P1","D2","B1","OVCAR5","DMSO","367.0000",4
"3067",25223,"401","P1","D2","B1","HS578T","DMSO","3.67e+02",4
"3068",2355,"363","P1","D2","B1","MDAMB231","DMSO","3.67e+02",4
"3069",15321,"340","P1","D2","B1","SW620","DMSO","3.67e+02",4
"3070",12031,"323","P1","D2","B1","COLO205","DMSO","367.0000",4
"3071",29963,"330","P1","D2","B1","SKMEL2","DMSO","3.67e+02",4
"3072",762,"381","P1","D2","B1","LOXIMVI","DMSO","3.67e+02",4
"3073",13801,"396","P1","D2","B1","UACC257","DMSO","3.67e+02",4
"3074",5666,"394","P1","D2","B1","HOP62","DMSO","367.0000",4
"3075",25222,"401","P1","D2","B1","HS578T","DMSO","3.67e+02",4
"3076",29159,"329","P1","D2","B1","HCT15","DMSO","367.0000",4
"3077",3882,"311","P1","D2","B1","T47D","DMSO","367.0000",4
"3078",22653,"338","P1","D2","B1","MALME3M","DMSO","3.67e+02",4
"3079",16939,"333","P1","D2","B1","OVCAR4","DMSO","3.67e+02",4
"3080",12030,"323","P1","D2","B1","COLO205","DMSO","367.0000",4
"3081",15320,"340","P1","D2","B1","SW620","DMSO","3.67e+02",4
"3082",2354,"363","P1","D2","B1","MDAMB231","DMSO","3.67e+02",4
"3083",31653,"359","P1","D2","B1","SF539","DMSO","3.67e+02",4
"3084",7251,"374","P1","D2","B1","EKVX","DMSO","3.67e+02",4
"3085",29158,"329","P1","D2","B1","HCT15","DMSO","367.0000",4
"3086",16938,"333","P1","D2","B1","OVCAR4","DMSO","3.67e+02",4
"3087",8787,"326","P1","D2","B1","HT29","DMSO","3.67e+02",4
"3088",22652,"338","P1","D2","B1","MALME3M","DMSO","3.67e+02",4
"3089",5676,"399","P1","D20","B10","HOP62","Asparaginase","  7.3300",4
"3090",5677,"399","P1","D20","B10","HOP62","Asparaginase","  7.3300",4
"3091",669,"334","P1","D20","B10","LOXIMVI","Asparaginase","7.33e+00",4
"3092",2337,"354","P1","D20","B10","MDAMB231","Asparaginase","7.33e+00",4
"3093",22671,"347","P1","D20","B10","MALME3M","Asparaginase","7.33e+00",4
"3094",2336,"354","P1","D20","B10","MDAMB231","Asparaginase","7.33e+00",4
"3095",31702,"384","P1","D20","B10","SF539","Asparaginase","7.33e+00",4
"3096",30108,"403","P1","D20","B10","SKMEL2","Asparaginase","7.33e+00",4
"3097",22670,"347","P1","D20","B10","MALME3M","Asparaginase","7.33e+00",4
"3098",29116,"308","P1","D20","B10","HCT15","Asparaginase","  7.3300",4
"3099",15324,"342","P1","D20","B10","SW620","Asparaginase","7.33e+00",4
"3100",19394,"337","P1","D20","B10","M14","Asparaginase","7.33e+00",4
"3101",668,"334","P1","D20","B10","LOXIMVI","Asparaginase","7.33e+00",4
"3102",11197,"307","P1","D20","B10","OVCAR5","Asparaginase","  7.3300",4
"3103",8853,"359","P1","D20","B10","HT29","Asparaginase","7.33e+00",4
"3104",34087,"352","P1","D20","B10","BT549","Asparaginase","7.33e+00",4
"3105",24367,"381","P1","D20","B10","ACHN","Asparaginase","7.33e+00",4
"3106",8852,"359","P1","D20","B10","HT29","Asparaginase","7.33e+00",4
"3107",26709,"328","P1","D20","B10","IGROV1","Asparaginase","7.33e+00",4
"3108",11196,"307","P1","D20","B10","OVCAR5","Asparaginase","  7.3300",4
"3109",19395,"337","P1","D20","B10","M14","Asparaginase","7.33e+00",4
"3110",30109,"403","P1","D20","B10","SKMEL2","Asparaginase","7.33e+00",4
"3111",13686,"339","P1","D20","B10","UACC257","Asparaginase","7.33e+00",4
"3112",24366,"381","P1","D20","B10","ACHN","Asparaginase","7.33e+00",4
"3113",17030,"379","P1","D20","B10","OVCAR4","Asparaginase","7.33e+00",4
"3114",12131,"373","P1","D20","B10","COLO205","Asparaginase","  7.3300",4
"3115",20997,"322","P1","D20","B10","A498","Asparaginase","  7.3300",4
"3116",4060,"400","P1","D20","B10","T47D","Asparaginase","  7.3300",4
"3117",17031,"379","P1","D20","B10","OVCAR4","Asparaginase","7.33e+00",4
"3118",31703,"384","P1","D20","B10","SF539","Asparaginase","7.33e+00",4
"3119",12130,"373","P1","D20","B10","COLO205","Asparaginase","  7.3300",4
"3120",15325,"342","P1","D20","B10","SW620","Asparaginase","7.33e+00",4
"3121",25182,"381","P1","D20","B10","HS578T","Asparaginase","7.33e+00",4
"3122",13687,"339","P1","D20","B10","UACC257","Asparaginase","7.33e+00",4
"3123",4061,"400","P1","D20","B10","T47D","Asparaginase","  7.3300",4
"3124",25183,"381","P1","D20","B10","HS578T","Asparaginase","7.33e+00",4
"3125",20996,"322","P1","D20","B10","A498","Asparaginase","  7.3300",4
"3126",34086,"352","P1","D20","B10","BT549","Asparaginase","7.33e+00",4
"3127",26708,"328","P1","D20","B10","IGROV1","Asparaginase","7.33e+00",4
"3128",29117,"308","P1","D20","B10","HCT15","Asparaginase","  7.3300",4
"3129",7124,"311","P1","D20","B10","EKVX","Asparaginase","7.33e+00",4
"3130",7125,"311","P1","D20","B10","EKVX","Asparaginase","7.33e+00",4
"3131",24203,"299","P1","D21","B11","ACHN","UK5099","1.10e+00",3
"3132",25000,"290","P1","D21","B11","HS578T","UK5099","1.10e+00",3
"3133",7113,"305","P1","D21","B11","EKVX","UK5099","1.10e+00",3
"3134",13531,"261","P1","D21","B11","UACC257","UK5099","1.10e+00",3
"3135",25001,"290","P1","D21","B11","HS578T","UK5099","1.10e+00",3
"3136",7112,"305","P1","D21","B11","EKVX","UK5099","1.10e+00",3
"3137",5408,"265","P1","D21","B11","HOP62","UK5099","  1.1000",3
"3138",24202,"299","P1","D21","B11","ACHN","UK5099","1.10e+00",3
"3139",33852,"235","P1","D21","B11","BT549","UK5099","1.10e+00",3
"3140",15204,"282","P1","D21","B11","SW620","UK5099","1.10e+00",3
"3141",16754,"241","P1","D21","B11","OVCAR4","UK5099","1.10e+00",3
"3142",28956,"228","P1","D21","B11","HCT15","UK5099","  1.1000",3
"3143",11836,"226","P1","D21","B11","COLO205","UK5099","  1.1000",3
"3144",11126,"272","P1","D21","B11","OVCAR5","UK5099","  1.1000",3
"3145",22416,"220","P1","D21","B11","MALME3M","UK5099","1.10e+00",3
"3146",471,"235","P1","D21","B11","LOXIMVI","UK5099","1.10e+00",3
"3147",5409,"265","P1","D21","B11","HOP62","UK5099","  1.1000",3
"3148",11127,"272","P1","D21","B11","OVCAR5","UK5099","  1.1000",3
"3149",31497,"281","P1","D21","B11","SF539","UK5099","1.10e+00",3
"3150",2052,"212","P1","D21","B11","MDAMB231","UK5099","1.10e+00",3
"3151",16755,"241","P1","D21","B11","OVCAR4","UK5099","1.10e+00",3
"3152",20781,"214","P1","D21","B11","A498","UK5099","  1.1000",3
"3153",3697,"218","P1","D21","B11","T47D","UK5099","  1.1000",3
"3154",28957,"228","P1","D21","B11","HCT15","UK5099","  1.1000",3
"3155",22417,"220","P1","D21","B11","MALME3M","UK5099","1.10e+00",3
"3156",2053,"212","P1","D21","B11","MDAMB231","UK5099","1.10e+00",3
"3157",3696,"218","P1","D21","B11","T47D","UK5099","  1.1000",3
"3158",26511,"229","P1","D21","B11","IGROV1","UK5099","1.10e+00",3
"3159",15205,"282","P1","D21","B11","SW620","UK5099","1.10e+00",3
"3160",26510,"229","P1","D21","B11","IGROV1","UK5099","1.10e+00",3
"3161",33853,"235","P1","D21","B11","BT549","UK5099","1.10e+00",3
"3162",31496,"281","P1","D21","B11","SF539","UK5099","1.10e+00",3
"3163",8586,"226","P1","D21","B11","HT29","UK5099","1.10e+00",3
"3164",19237,"258","P1","D21","B11","M14","UK5099","1.10e+00",3
"3165",29748,"223","P1","D21","B11","SKMEL2","UK5099","1.10e+00",3
"3166",11837,"226","P1","D21","B11","COLO205","UK5099","  1.1000",3
"3167",470,"235","P1","D21","B11","LOXIMVI","UK5099","1.10e+00",3
"3168",20780,"214","P1","D21","B11","A498","UK5099","  1.1000",3
"3169",8587,"226","P1","D21","B11","HT29","UK5099","1.10e+00",3
"3170",19236,"258","P1","D21","B11","M14","UK5099","1.10e+00",3
"3171",29749,"223","P1","D21","B11","SKMEL2","UK5099","1.10e+00",3
"3172",13530,"261","P1","D21","B11","UACC257","UK5099","1.10e+00",3
"3173",25044,"312","P1","D22","B11","HS578T","DMSO","3.67e+02",4
"3174",3877,"308","P1","D22","B11","T47D","DMSO","367.0000",4
"3175",26710,"329","P1","D22","B11","IGROV1","DMSO","3.67e+02",4
"3176",17044,"386","P1","D22","B11","OVCAR4","DMSO","3.67e+02",4
"3177",24290,"343","P1","D22","B11","ACHN","DMSO","3.67e+02",4
"3178",12187,"401","P1","D22","B11","COLO205","DMSO","367.0000",4
"3179",12186,"401","P1","D22","B11","COLO205","DMSO","367.0000",4
"3180",13775,"383","P1","D22","B11","UACC257","DMSO","3.67e+02",4
"3181",693,"346","P1","D22","B11","LOXIMVI","DMSO","3.67e+02",4
"3182",31557,"311","P1","D22","B11","SF539","DMSO","3.67e+02",4
"3183",8803,"334","P1","D22","B11","HT29","DMSO","3.67e+02",4
"3184",5607,"364","P1","D22","B11","HOP62","DMSO","367.0000",4
"3185",31556,"311","P1","D22","B11","SF539","DMSO","3.67e+02",4
"3186",2383,"377","P1","D22","B11","MDAMB231","DMSO","3.67e+02",4
"3187",22775,"399","P1","D22","B11","MALME3M","DMSO","3.67e+02",4
"3188",692,"346","P1","D22","B11","LOXIMVI","DMSO","3.67e+02",4
"3189",11286,"352","P1","D22","B11","OVCAR5","DMSO","367.0000",4
"3190",21133,"390","P1","D22","B11","A498","DMSO","367.0000",4
"3191",21132,"390","P1","D22","B11","A498","DMSO","367.0000",4
"3192",29957,"327","P1","D22","B11","SKMEL2","DMSO","3.67e+02",4
"3193",17045,"386","P1","D22","B11","OVCAR4","DMSO","3.67e+02",4
"3194",26711,"329","P1","D22","B11","IGROV1","DMSO","3.67e+02",4
"3195",22774,"399","P1","D22","B11","MALME3M","DMSO","3.67e+02",4
"3196",29268,"384","P1","D22","B11","HCT15","DMSO","367.0000",4
"3197",3876,"308","P1","D22","B11","T47D","DMSO","367.0000",4
"3198",2382,"377","P1","D22","B11","MDAMB231","DMSO","3.67e+02",4
"3199",13774,"383","P1","D22","B11","UACC257","DMSO","3.67e+02",4
