"","ionIndex","X.1","X","drug","slope","r2","adj.r2","pvalue","color","mzLabel","idKEGG","score","name"
"155",138,3111,3111,"Fluorouracil",-1.11277186600103,0.13305894226008,0.108289197753225,0.0264336958077061,"Negative","mz168.0429","",100,"Phosphodimethylethanolamine"
"156",138,28877,28877,"Methotrexate",3.62283676971332,0.541347169789958,0.527857380666134,3.17534171366385e-07,"Positive","mz168.0429","",100,"Phosphodimethylethanolamine"
"157",138,13021,13021,"Clofarabine",1.76803241333789,0.22527901528416,0.202493103968989,0.00344647162912282,"Positive","mz168.0429","",100,"Phosphodimethylethanolamine"
"158",139,28878,28878,"Methotrexate",1.25353253969048,0.274235135723712,0.252889110303822,0.00104663389434923,"Positive","mz168.0664","C00314 C00547",100,"Pyridoxine"
"159",140,21942,21942,"Oxaliplatin",1.36382655453317,0.208296704217086,0.18355597622387,0.00666682882809522,"Positive","mz168.9905","C00111 C00661",100,"Glycerone phosphate"
"160",140,19960,19960,"Trametinib",1.05727352504066,0.137893582744263,0.12221892061234,0.00445647239307735,"Positive","mz168.9905","C00111 C00661",100,"Glycerone phosphate"
"161",140,2122,2122,"Erlotinib",1.63424590134573,0.10455336260492,0.0888437724751819,0.012488259065718,"Positive","mz168.9905","C00111 C00661",100,"Glycerone phosphate"
"162",140,28879,28879,"Methotrexate",1.32607857257967,0.265002539399008,0.243384967028391,0.00131642846476757,"Positive","mz168.9905","C00111 C00661",100,"Glycerone phosphate"
"163",140,15005,15005,"Oligomycin A",2.34635688213244,0.0922429064473705,0.0794575952705728,0.00899689674074973,"Positive","mz168.9905","C00111 C00661",100,"Glycerone phosphate"
"164",142,28881,28881,"Methotrexate",1.53340321857154,0.401446543787828,0.383842030369823,3.3530959799521e-05,"Positive","mz170.0465","C03972",100,"Tetrahydrodipicolinate"
"165",142,16989,16989,"Topotecan",0.954996392983247,0.219447456286427,0.197765441183272,0.00301450939952381,"Positive","mz170.0465","C03972",100,"Tetrahydrodipicolinate"
"166",143,28882,28882,"Methotrexate",1.51063243697652,0.408422767821708,0.391023437463523,2.72636919230727e-05,"Positive","mz171.0065","C00093 C02979",100,"Glycerol 3-phosphate"
"167",150,22943,22943,"YC-1",1.15915737966952,0.23879214484205,0.217647482198774,0.0018525426982826,"Positive","mz173.0089","C00417 C00425 C02341",100,"Aconitate"
"168",154,12046,12046,"Irinotecan",-1.88867251382195,0.183558877190213,0.156344173096553,0.0144265341340179,"Negative","mz174.0408","",100,"Berteroin"
"169",154,2136,2136,"Erlotinib",2.06168943451753,0.14086617097163,0.125793647655343,0.00339927028386413,"Positive","mz174.0408","",100,"Berteroin"
"170",154,25920,25920,"Rapamycin",1.15619766466214,0.0570772598428135,0.0451415289547477,0.0317165026851216,"Positive","mz174.0408","",100,"Berteroin"
"171",154,17001,17001,"Topotecan",1.11998441385539,0.0851616706043914,0.0597494947878467,0.0754435729744014,"Positive","mz174.0408","",100,"Berteroin"
"172",154,21956,21956,"Oxaliplatin",1.23187738598811,0.0867207713520257,0.0581807954567766,0.0909102443408114,"Positive","mz174.0408","",100,"Berteroin"
"173",154,8082,8082,"Gemcitabine",0.926387566594938,0.0824180157850986,0.0663200862374688,0.0274823131097229,"Positive","mz174.0408","",100,"Berteroin"
"174",154,28893,28893,"Methotrexate",2.44355570592559,0.422074435322368,0.405076624596556,1.80670669871142e-05,"Positive","mz174.0408","",100,"Berteroin"
"175",154,18983,18983,"Mercaptopurine",1.99728457517395,0.290494550061314,0.260931822980535,0.00449640219049947,"Positive","mz174.0408","",100,"Berteroin"
"176",154,22947,22947,"YC-1",0.948956699425514,0.13078344435484,0.106638540031363,0.0256850455245211,"Positive","mz174.0408","",100,"Berteroin"
"177",154,13037,13037,"Clofarabine",1.46332954235223,0.166889652600944,0.142386407089207,0.0133751105783455,"Positive","mz174.0408","",100,"Berteroin"
"178",154,26911,26911,"Decitabine",2.71798047607357,0.12998104618873,0.107672867885877,0.0205800400581723,"Positive","mz174.0408","",100,"Berteroin"
"179",156,4120,4120,"Pemetrexed",1.34065425603016,0.0771831940573834,0.0594367170200254,0.0419510618019623,"Positive","mz175.0361","C00438 C04209",100,"Carbamoyl-Asp"
"180",156,28895,28895,"Methotrexate",1.95546161840286,0.431938005140498,0.415230299409336,1.3345563851041e-05,"Positive","mz175.0361","C00438 C04209",100,"Carbamoyl-Asp"
"181",156,25922,25922,"Rapamycin",1.03327248822449,0.0275616081986224,0.0152522614669593,0.138545621513814,"Positive","mz175.0361","C00438 C04209",100,"Carbamoyl-Asp"
"182",156,8084,8084,"Gemcitabine",2.44380631113643,0.13993423087281,0.124845357730228,0.00351563330811285,"Positive","mz175.0361","C00438 C04209",100,"Carbamoyl-Asp"
"183",156,22949,22949,"YC-1",2.09494908310455,0.288439884183957,0.268674325411289,0.000507882385650392,"Positive","mz175.0361","C00438 C04209",100,"Carbamoyl-Asp"
"184",156,21958,21958,"Oxaliplatin",1.70488819801644,0.0467525871641039,0.0169636055129821,0.219363473228165,"Positive","mz175.0361","C00438 C04209",100,"Carbamoyl-Asp"
"185",156,13039,13039,"Clofarabine",1.25772410959175,0.0391902019242259,0.010931090216115,0.247121137644811,"Positive","mz175.0361","C00438 C04209",100,"Carbamoyl-Asp"
"186",156,26913,26913,"Decitabine",-1.46284515116182,0.00467982793439087,-0.0208412021185733,0.670847458515187,"Negative","mz175.0361","C00438 C04209",100,"Carbamoyl-Asp"
"187",156,10066,10066,"17-AAG",1.16906021787746,0.0517796894476389,0.0201723457625601,0.210379782211357,"Positive","mz175.0361","C00438 C04209",100,"Carbamoyl-Asp"
"188",156,3129,3129,"Fluorouracil",1.2142209161644,0.106049229133532,0.0805077785373468,0.0491993900961734,"Positive","mz175.0361","C00438 C04209",100,"Carbamoyl-Asp"
"189",156,6102,6102,"Chlormethine",2.50415891725295,0.194655782034726,0.16867693629391,0.0101656002617788,"Positive","mz175.0361","C00438 C04209",100,"Carbamoyl-Asp"
"190",156,17003,17003,"Topotecan",1.88458343347525,0.0850941972112814,0.0596801471338171,0.0755647076758842,"Positive","mz175.0361","C00438 C04209",100,"Carbamoyl-Asp"
"191",157,12049,12049,"Irinotecan",-1.53799638924113,0.180710541394221,0.153400892774029,0.0152931946646023,"Negative","mz175.0439","",100,"2-Oxo-6-methylthiohexanoic acid"
"192",157,22950,22950,"YC-1",1.2989629433847,0.234161459991425,0.212888167213409,0.00208321608961045,"Positive","mz175.0439","",100,"2-Oxo-6-methylthiohexanoic acid"
"193",157,8085,8085,"Gemcitabine",1.07804805501243,0.1551817239958,0.140360350732568,0.00202210275145684,"Positive","mz175.0439","",100,"2-Oxo-6-methylthiohexanoic acid"
"194",157,21959,21959,"Oxaliplatin",1.21221615295021,0.11057314975181,0.0827785606815539,0.0546693075625049,"Positive","mz175.0439","",100,"2-Oxo-6-methylthiohexanoic acid"
"195",157,17004,17004,"Topotecan",1.02825854574936,0.0811835844896931,0.0556609062810736,0.0829391660854042,"Positive","mz175.0439","",100,"2-Oxo-6-methylthiohexanoic acid"
"196",157,28896,28896,"Methotrexate",2.03131006953511,0.412296422038805,0.395011022687005,2.42810745381093e-05,"Positive","mz175.0439","",100,"2-Oxo-6-methylthiohexanoic acid"
"197",157,13040,13040,"Clofarabine",1.20024996567609,0.148977907752348,0.123947846215653,0.0200698231906626,"Positive","mz175.0439","",100,"2-Oxo-6-methylthiohexanoic acid"
"198",157,2139,2139,"Erlotinib",1.4852666434656,0.116074600285413,0.100567137132525,0.00827937785473079,"Positive","mz175.0439","",100,"2-Oxo-6-methylthiohexanoic acid"
"199",157,25923,25923,"Rapamycin",0.932427650638353,0.0578224905584206,0.0458961929705525,0.0305899726146749,"Positive","mz175.0439","",100,"2-Oxo-6-methylthiohexanoic acid"
"200",159,22952,22952,"YC-1",0.951538384412022,0.133156527811989,0.109077542473433,0.0242845939086156,"Positive","mz175.0756","C12299",100,"Ethyl cinnamate"
"201",167,22960,22960,"YC-1",0.961340990015865,0.255920472854743,0.235251597100708,0.00119456172162776,"Positive","mz179.0561","C00031 C00137 C00159 C00221 C00247 C00267 C00738 C00795 C00962 C00984 C01487 C01825 C02336 C06150 C06151 C06152 C06153 C10906 C15923",100,"Hexose"
"202",167,12059,12059,"Irinotecan",-1.35391346094417,0.309718210087685,0.286708817090608,0.000940282287172715,"Negative","mz179.0561","C00031 C00137 C00159 C00221 C00247 C00267 C00738 C00795 C00962 C00984 C01487 C01825 C02336 C06150 C06151 C06152 C06153 C10906 C15923",100,"Hexose"
"203",183,17030,17030,"Topotecan",1.92720646301894,0.295343763115255,0.275769978757346,0.000421829078641344,"Positive","mz184.0016","C01005",100,"Phosphoserine"
"204",183,26940,26940,"Decitabine",1.61272629538996,0.148537983406918,0.126705624007095,0.0128299105202694,"Positive","mz184.0016","C01005",100,"Phosphoserine"
"205",183,12075,12075,"Irinotecan",-1.86781278124958,0.261369026454474,0.236747994002956,0.00278637545547949,"Negative","mz184.0016","C01005",100,"Phosphoserine"
"206",183,2165,2165,"Erlotinib",1.65433168401545,0.165284182346036,0.150640045194212,0.00139736324245341,"Positive","mz184.0016","C01005",100,"Phosphoserine"
"207",183,9102,9102,"Asparaginase",2.51413794357588,0.117964757869587,0.0444618210253862,0.229246539923566,"Positive","mz184.0016","C01005",100,"Phosphoserine"
"208",183,13066,13066,"Clofarabine",1.42786306564278,0.174638355947194,0.150363013475053,0.0112080669587854,"Positive","mz184.0016","C01005",100,"Phosphoserine"
"209",183,22976,22976,"YC-1",1.47974320895578,0.206474745407171,0.184432377224037,0.00415885384732207,"Positive","mz184.0016","C01005",100,"Phosphoserine"
"210",183,28922,28922,"Methotrexate",1.62249128736866,0.177714735841529,0.153529875130986,0.0104460711706363,"Positive","mz184.0016","C01005",100,"Phosphoserine"
"211",183,25949,25949,"Rapamycin",1.89197050694644,0.148619075722087,0.13784210199705,0.000379272007631949,"Positive","mz184.0016","C01005",100,"Phosphoserine"
"212",183,21985,21985,"Oxaliplatin",1.72697059505588,0.183091892839882,0.157563514491128,0.0115888676781821,"Positive","mz184.0016","C01005",100,"Phosphoserine"
"213",184,2166,2166,"Erlotinib",1.28876272811022,0.135680495249912,0.120516995166577,0.00409854828362364,"Positive","mz184.9856","",100,"Diethyldithiophosphate"
"214",184,15049,15049,"Oligomycin A",1.58606456131577,0.0795465592865039,0.0665824263187081,0.0156293854420403,"Positive","mz184.9856","",100,"Diethyldithiophosphate"
"215",184,22977,22977,"YC-1",1.31381636026876,0.363301113998606,0.3456150338319,6.21221412075629e-05,"Positive","mz184.9856","",100,"Diethyldithiophosphate"
"216",184,20004,20004,"Trametinib",1.06298611536242,0.128476449126046,0.112630566382883,0.00618523872963076,"Positive","mz184.9856","",100,"Diethyldithiophosphate"
"217",194,26951,26951,"Decitabine",2.25468966452678,0.189248967574313,0.168460479563398,0.00447665228437419,"Positive","mz188.0565","C00624",100,"Acetyl-Glu"
"218",194,28933,28933,"Methotrexate",1.38656064231467,0.212062773663228,0.188888149359205,0.00471004383682953,"Positive","mz188.0565","C00624",100,"Acetyl-Glu"
"219",194,17041,17041,"Topotecan",1.02324610892762,0.211735006114855,0.189838756284712,0.00365166466920419,"Positive","mz188.0565","C00624",100,"Acetyl-Glu"
"220",194,2176,2176,"Erlotinib",1.85077522805336,0.14396151903622,0.128943300071943,0.00303932885899375,"Positive","mz188.0565","C00624",100,"Acetyl-Glu"
"221",194,25960,25960,"Rapamycin",0.961143918066073,0.0593656682779449,0.0474589045852607,0.028385220905076,"Positive","mz188.0565","C00624",100,"Acetyl-Glu"
"222",194,20014,20014,"Trametinib",1.24519511483458,0.0892718504583188,0.0727131568302885,0.0239683779705498,"Positive","mz188.0565","C00624",100,"Acetyl-Glu"
"223",195,13078,13078,"Clofarabine",-1.19108184545942,0.318973577027399,0.29894338811644,0.00033269260740071,"Negative","mz189.0051","C05379",100,"Oxalosuccinic acid"
"224",197,28936,28936,"Methotrexate",1.36125004939605,0.229452655400409,0.206789498206304,0.00312037105647976,"Positive","mz189.0515","C05829",100,"Carbamyl-Glu"
"225",197,2179,2179,"Erlotinib",1.25390902788237,0.188464026450066,0.174226553229892,0.000591995991959188,"Positive","mz189.0515","C05829",100,"Carbamyl-Glu"
"226",198,2180,2180,"Erlotinib",1.1863771451536,0.139322468864062,0.12422286305466,0.00359414141215213,"Positive","mz189.0594","",100,"Ethyl 4-(acetylthio)butyrate"
"227",200,28939,28939,"Methotrexate",1.37585220105257,0.159940866458418,0.135233244883666,0.0156623132975783,"Positive","mz190.0545","C02712",100,"Acetyl-Met"
"228",200,17047,17047,"Topotecan",1.41546244432076,0.299819154277245,0.280369686340501,0.000373696669940667,"Positive","mz190.0545","C02712",100,"Acetyl-Met"
"229",200,2182,2182,"Erlotinib",1.25347236291809,0.190738568010041,0.176540999027761,0.000543661865869713,"Positive","mz190.0545","C02712",100,"Acetyl-Met"
"230",200,22002,22002,"Oxaliplatin",1.34811344709091,0.151913199654936,0.125410487144152,0.0226896424133835,"Positive","mz190.0545","C02712",100,"Acetyl-Met"
"231",202,19031,19031,"Mercaptopurine",2.54888104740456,0.223772264008764,0.191429441675795,0.0146607631390773,"Positive","mz191.0198","C00158 C00311 C00451 C04575 C04617",100,"(Iso)Citrate"
"232",202,13085,13085,"Clofarabine",1.21749239533369,0.0977951294057743,0.071259692035356,0.0633117944618393,"Positive","mz191.0198","C00158 C00311 C00451 C04575 C04617",100,"(Iso)Citrate"
"233",202,22995,22995,"YC-1",1.83100940484994,0.19933277758673,0.177092021408584,0.00495760293673983,"Positive","mz191.0198","C00158 C00311 C00451 C04575 C04617",100,"(Iso)Citrate"
"234",202,2184,2184,"Erlotinib",1.7751500751421,0.0525772072276255,0.035955754722847,0.080647892866152,"Positive","mz191.0198","C00158 C00311 C00451 C04575 C04617",100,"(Iso)Citrate"
"235",202,26959,26959,"Decitabine",2.60552829637897,0.207744258817016,0.187430009043093,0.00274666845150738,"Positive","mz191.0198","C00158 C00311 C00451 C04575 C04617",100,"(Iso)Citrate"
"236",202,28941,28941,"Methotrexate",2.64494007628909,0.352399340411948,0.33335226218877,0.000135436600004775,"Positive","mz191.0198","C00158 C00311 C00451 C04575 C04617",100,"(Iso)Citrate"
"237",202,17049,17049,"Topotecan",1.04177767083472,0.12934086399361,0.105155887993433,0.0265751295322756,"Positive","mz191.0198","C00158 C00311 C00451 C04575 C04617",100,"(Iso)Citrate"
"238",202,12094,12094,"Irinotecan",-1.56333459242552,0.153140977480652,0.124912343396674,0.026773243910945,"Negative","mz191.0198","C00158 C00311 C00451 C04575 C04617",100,"(Iso)Citrate"
"239",202,25968,25968,"Rapamycin",1.70081373030104,0.118682959250173,0.107527047341947,0.00163635683286651,"Positive","mz191.0198","C00158 C00311 C00451 C04575 C04617",100,"(Iso)Citrate"
"240",204,28943,28943,"Methotrexate",3.05320581491576,0.399747180311526,0.382092685614806,3.52525587095038e-05,"Positive","mz195.0515","",100,"1,3-Dimethyluric acid"
"241",204,13087,13087,"Clofarabine",1.47479966061196,0.179061689501137,0.1549164450747,0.0101285235738195,"Positive","mz195.0515","",100,"1,3-Dimethyluric acid"
"242",204,9123,9123,"Asparaginase",2.57400734701759,0.224901867813429,0.160310356797881,0.0866650755511134,"Positive","mz195.0515","",100,"1,3-Dimethyluric acid"
"243",204,17051,17051,"Topotecan",1.22793467173815,0.170686419984576,0.147649931650814,0.00993682019170815,"Positive","mz195.0515","",100,"1,3-Dimethyluric acid"
"244",204,2186,2186,"Erlotinib",1.18690853533267,0.0853794485993053,0.0693334740133281,0.0247266617111085,"Positive","mz195.0515","",100,"1,3-Dimethyluric acid"
"245",204,22006,22006,"Oxaliplatin",2.2566589967725,0.317837285045884,0.296519700203567,0.000516275866425634,"Positive","mz195.0515","",100,"1,3-Dimethyluric acid"
"246",204,25970,25970,"Rapamycin",1.03343745333939,0.0641731419442385,0.0523272323485959,0.022498893015726,"Positive","mz195.0515","",100,"1,3-Dimethyluric acid"
"247",204,15069,15069,"Oligomycin A",1.73703688354739,0.186395054029075,0.174935829437935,0.000136858415626452,"Positive","mz195.0515","",100,"1,3-Dimethyluric acid"
"248",204,4168,4168,"Pemetrexed",1.26836720440392,0.0932977754787977,0.0758611942380054,0.0247026882869982,"Positive","mz195.0515","",100,"1,3-Dimethyluric acid"
"249",204,22997,22997,"YC-1",1.66181813366045,0.252960592386534,0.232209497730604,0.00128936412098883,"Positive","mz195.0515","",100,"1,3-Dimethyluric acid"
"250",206,15071,15071,"Oligomycin A",1.5203027973771,0.0834669305921962,0.0705580141216638,0.0131780541729888,"Positive","mz196.0728","C02997",100,"Acetyl-His"
"251",206,9125,9125,"Asparaginase",2.14891777382449,0.204799183117274,0.138532448377047,0.104203224251425,"Positive","mz196.0728","C02997",100,"Acetyl-His"
"252",206,11107,11107,"Everolimus",-1.4726489040642,0.0548385294052638,0.0425637051118257,0.0377825175680797,"Negative","mz196.0728","C02997",100,"Acetyl-His"
"253",219,2201,2201,"Erlotinib",1.34268150564507,0.0925285053236689,0.0766079527854876,0.0191653064107623,"Positive","mz202.1082","C02571",100,"L-Acetylcarnitine"
"254",219,17066,17066,"Topotecan",1.96457603553643,0.413448417905711,0.397155318403092,1.33995652921381e-05,"Positive","mz202.1082","C02571",100,"L-Acetylcarnitine"
"255",220,23013,23013,"YC-1",-1.54778626282086,0.412267311816189,0.395941403811083,1.39113548359343e-05,"Negative","mz203.0204","",100,"Daucic acid"
"256",220,13103,13103,"Clofarabine",-1.2199600283382,0.221363786300803,0.198462721192003,0.00378201616182585,"Negative","mz203.0204","",100,"Daucic acid"
"257",228,25003,25003,"Lenvatinib",-5.61119987111889,0.505511751386699,0.479486054091262,0.000302710186536976,"Negative","mz206.1187","",100,"Ciclopirox"
"258",228,8156,8156,"Gemcitabine",-0.792151953754126,0.0805746511900262,0.0644443819126582,0.0293521005413601,"Negative","mz206.1187","",100,"Ciclopirox"
"259",236,13119,13119,"Clofarabine",-1.53695456984644,0.137080022349577,0.111700023006917,0.0262348875934215,"Negative","mz211.0255","",100,"2-oxo-3-(3,4,5-trihydroxyphenyl)propanoic acid"
"260",236,28975,28975,"Methotrexate",-1.92593250056077,0.244580077998518,0.222361844998474,0.00216932302107657,"Negative","mz211.0255","",100,"2-oxo-3-(3,4,5-trihydroxyphenyl)propanoic acid"
"261",238,25013,25013,"Lenvatinib",-2.73304164732784,0.233029912619201,0.192663065914948,0.0266568032371546,"Negative","mz211.0769","C01408 C12537",100,"Benzyl Benzoate"
"262",244,28983,28983,"Methotrexate",3.41289203651879,0.440396210663497,0.423937275683012,1.02525567826777e-05,"Positive","mz214.0486","C01233",100,"Glycerylphosphorylethanolamine"
"263",244,11145,11145,"Everolimus",-1.3036742330912,0.0595776913757305,0.0473644146403505,0.030173764982561,"Negative","mz214.0486","C01233",100,"Glycerylphosphorylethanolamine"
"264",244,23037,23037,"YC-1",-1.41771444942732,0.214160364481868,0.192331485717476,0.0034384555724911,"Negative","mz214.0486","C01233",100,"Glycerylphosphorylethanolamine"
"265",244,12136,12136,"Irinotecan",-1.84728460403469,0.267482235746993,0.24306497693856,0.0024364098857555,"Negative","mz214.0486","C01233",100,"Glycerylphosphorylethanolamine"
"266",244,6190,6190,"Chlormethine",-1.38594193687041,0.129487908634582,0.101406873429246,0.0396940536596447,"Negative","mz214.0486","C01233",100,"Glycerylphosphorylethanolamine"
"267",244,3217,3217,"Fluorouracil",-1.85117009884555,0.286906587970891,0.266532490484345,0.000634508953948327,"Negative","mz214.0486","C01233",100,"Glycerylphosphorylethanolamine"
"268",244,8172,8172,"Gemcitabine",-0.829655174118427,0.10012192495251,0.0843345903025544,0.0146239122169053,"Negative","mz214.0486","C01233",100,"Glycerylphosphorylethanolamine"
"269",244,2226,2226,"Erlotinib",-1.40740675444383,0.095994654932343,0.0801349120364192,0.0169395330270567,"Negative","mz214.0486","C01233",100,"Glycerylphosphorylethanolamine"
"270",246,8174,8174,"Gemcitabine",-0.825188098171588,0.0444139561733497,0.0276492887377944,0.109113936538441,"Negative","mz214.1447","",100,"N-Nonanoylglycine"
"271",246,12138,12138,"Irinotecan",1.34832054289351,0.0698332281447597,0.0388276690829182,0.143869988095342,"Positive","mz214.1447","",100,"N-Nonanoylglycine"
"272",246,23039,23039,"YC-1",2.04112902255861,0.243575697379085,0.222563911195171,0.00164012904193004,"Positive","mz214.1447","",100,"N-Nonanoylglycine"
"273",246,25021,25021,"Lenvatinib",-1.56600280497022,0.115773738420443,0.0692355141267824,0.131242809258929,"Negative","mz214.1447","",100,"N-Nonanoylglycine"
"274",249,17096,17096,"Topotecan",1.01692634163389,0.344645646175395,0.326441358569156,0.000106916326998141,"Positive","mz218.0672","",100,"1-Isothiocyanato-7-(methylsulfinyl)heptane"
"275",250,17097,17097,"Topotecan",0.968420070022648,0.14409993080686,0.120324928884828,0.0187421642954793,"Positive","mz218.1034","C00864",100,"Pantothenic acid"
"276",250,28989,28989,"Methotrexate",1.96325183579806,0.240848675500031,0.218520695367679,0.00237399903637176,"Positive","mz218.1034","C00864",100,"Pantothenic acid"
"277",250,27007,27007,"Decitabine",1.66738479204993,0.278093310385887,0.259582882447064,0.000395981414920305,"Positive","mz218.1034","C00864",100,"Pantothenic acid"
"278",250,20070,20070,"Trametinib",1.02203675713115,0.0613098737042513,0.0442427804988742,0.0633084684004952,"Positive","mz218.1034","C00864",100,"Pantothenic acid"
"279",250,10160,10160,"17-AAG",-1.03107663072151,0.126527710919577,0.0974119679502291,0.0457151017415351,"Negative","mz218.1034","C00864",100,"Pantothenic acid"
"280",251,17098,17098,"Topotecan",1.05355160693988,0.209147004405891,0.187178865639388,0.00389323880192537,"Positive","mz218.1185","",100,"Tanakamine"
"281",251,11152,11152,"Everolimus",-0.947703555454253,0.0609740062518619,0.0487788634759121,0.028245099044907,"Negative","mz218.1185","",100,"Tanakamine"
"282",257,15122,15122,"Oligomycin A",2.11848473384395,0.185696502769239,0.174227439427961,0.000141326438335844,"Positive","mz220.1342","C10142",100,"Dioscorine"
"283",257,7194,7194,"Docetaxel",1.6103832755773,0.143175175485934,0.0955737963462633,0.0999572291669341,"Positive","mz220.1342","C10142",100,"Dioscorine"
"284",257,25032,25032,"Lenvatinib",-5.14071848029351,0.496615109041245,0.470121167411837,0.000361278116820173,"Negative","mz220.1342","C10142",100,"Dioscorine"
"285",262,28010,28010,"Cladribine",-2.60795114643544,0.104941766760179,0.0660261914019256,0.114163196081421,"Negative","mz224.0928","",100,"(2S)-2-amino-3-(4-hydroxy-3-methoxyphenyl)-2-methylpropanoic acid"
"286",262,4226,4226,"Pemetrexed",1.87126928603704,0.0592096821452281,0.041117560648021,0.0762251347332001,"Positive","mz224.0928","",100,"(2S)-2-amino-3-(4-hydroxy-3-methoxyphenyl)-2-methylpropanoic acid"
"287",262,6208,6208,"Chlormethine",2.14915580426874,0.109134410634457,0.0803968109775044,0.0604257017861669,"Positive","mz224.0928","",100,"(2S)-2-amino-3-(4-hydroxy-3-methoxyphenyl)-2-methylpropanoic acid"
"288",262,9181,9181,"Asparaginase",-3.69861974115842,0.183727057259697,0.115704312031339,0.1262125510674,"Negative","mz224.0928","",100,"(2S)-2-amino-3-(4-hydroxy-3-methoxyphenyl)-2-methylpropanoic acid"
"289",262,11163,11163,"Everolimus",-0.971639365898296,0.0107332682588228,-0.00211435163391971,0.363560769533227,"Negative","mz224.0928","",100,"(2S)-2-amino-3-(4-hydroxy-3-methoxyphenyl)-2-methylpropanoic acid"
"290",262,15127,15127,"Oligomycin A",1.77893804811048,0.0453079543169012,0.0318615874762943,0.0706003504287468,"Positive","mz224.0928","",100,"(2S)-2-amino-3-(4-hydroxy-3-methoxyphenyl)-2-methylpropanoic acid"
"291",262,29001,29001,"Methotrexate",-1.27799047340387,0.0872944983324676,0.0604502188716579,0.0802098007099148,"Negative","mz224.0928","",100,"(2S)-2-amino-3-(4-hydroxy-3-methoxyphenyl)-2-methylpropanoic acid"
"292",263,9182,9182,"Asparaginase",-2.2088443171329,0.52063987223491,0.480693194921153,0.00357846630032014,"Negative","mz225.0959","",100,"3-[(2-Methyl-3-furanyl)thio]-4-heptanone"
"293",271,29010,29010,"Methotrexate",2.40879748187638,0.446527945024909,0.4302493551727,8.44911713699065e-06,"Positive","mz228.0989","",100,"Asparaginyl-Proline"
"294",271,12163,12163,"Irinotecan",-1.51447059942556,0.1916063318691,0.164659876264736,0.0122272608789526,"Negative","mz228.0989","",100,"Asparaginyl-Proline"
"295",271,23064,23064,"YC-1",1.20102675883368,0.188553389824807,0.166013206208829,0.00645098160278388,"Positive","mz228.0989","",100,"Asparaginyl-Proline"
"296",271,13154,13154,"Clofarabine",1.43885100840479,0.197932824130745,0.174342613075767,0.00655253531863151,"Positive","mz228.0989","",100,"Asparaginyl-Proline"
"297",271,27028,27028,"Decitabine",1.73672095257681,0.24865200831633,0.229386675196236,0.00090575040181626,"Positive","mz228.0989","",100,"Asparaginyl-Proline"
"298",271,2253,2253,"Erlotinib",1.6271201759675,0.155541470957719,0.140726409044696,0.00199575650909651,"Positive","mz228.0989","",100,"Asparaginyl-Proline"
"299",273,23066,23066,"YC-1",-1.1433393395059,0.251839032575397,0.231056783480269,0.00132714020354217,"Negative","mz228.9653","",100,"2-hydroxy-3-(sulfooxy)butanedioic acid"
"300",274,2256,2256,"Erlotinib",1.57605103484404,0.106833109049906,0.0911635144718344,0.011513708709139,"Positive","mz229.0119","C00117 C00199 C00231 C00620 C01112 C03906",100,"Pentose P"
"301",274,20094,20094,"Trametinib",1.0182455897632,0.114424650300254,0.0983232803057131,0.0100635643272886,"Positive","mz229.0119","C00117 C00199 C00231 C00620 C01112 C03906",100,"Pentose P"
"302",274,29013,29013,"Methotrexate",-1.70117345969476,0.124507731174434,0.0987579585619173,0.0347851172024178,"Negative","mz229.0119","C00117 C00199 C00231 C00620 C01112 C03906",100,"Pentose P"
"303",274,15139,15139,"Oligomycin A",1.43401867303065,0.0579689106438376,0.0447008671317791,0.0401791587295606,"Positive","mz229.0119","C00117 C00199 C00231 C00620 C01112 C03906",100,"Pentose P"
"304",280,12172,12172,"Irinotecan",-1.40611793216244,0.13903790992903,0.110339173593331,0.0355646422334437,"Negative","mz231.0235","",100,"Cyclobrassinone"
"305",280,9199,9199,"Asparaginase",3.53735009762715,0.298015589396719,0.239516888513112,0.0434393344077737,"Positive","mz231.0235","",100,"Cyclobrassinone"
"306",280,17127,17127,"Topotecan",1.4977999860904,0.258460283185128,0.237861957718049,0.0011185804076416,"Positive","mz231.0235","",100,"Cyclobrassinone"
"307",280,3253,3253,"Fluorouracil",1.06909244542086,0.0481925404281762,0.020998041583267,0.191723699523255,"Positive","mz231.0235","",100,"Cyclobrassinone"
"308",280,30010,30010,"Paclitaxel",-0.937463710643436,0.143231061860924,0.114672097256289,0.0326895233924992,"Negative","mz231.0235","",100,"Cyclobrassinone"
"309",280,27037,27037,"Decitabine",1.84356272506273,0.154795433819968,0.133123521866634,0.0109308661537018,"Positive","mz231.0235","",100,"Cyclobrassinone"
"310",285,23078,23078,"YC-1",-1.00909913930073,0.21885064384774,0.197152050621288,0.0030597132975291,"Negative","mz233.0601","",100,"Cysteinyl-Hydroxyproline"
"311",286,19115,19115,"Mercaptopurine",4.33659936818644,0.267593380819275,0.237076438353411,0.00680381920633289,"Positive","mz233.0779","",100,"L-beta-aspartyl-L-threonine"
"312",286,29025,29025,"Methotrexate",1.54228890039888,0.150052424544878,0.125053966443257,0.0195889808925987,"Positive","mz233.0779","",100,"L-beta-aspartyl-L-threonine"
"313",286,11187,11187,"Everolimus",-1.1994834009717,0.0727460636317245,0.060703804717851,0.0162257894259515,"Negative","mz233.0779","",100,"L-beta-aspartyl-L-threonine"
