"","drug","ionIndex","slope","r2","adj-r2","pvalue"
"842","Fluorouracil","33","1.13173544338481","0.984141225690956","0.983306553358901","1.45395668634025e-18"
"843","Irinotecan","33","0.979367848545802","0.96145781059887","0.9594292743146","6.77573605612503e-15"
"844","Panzem-2-ME2","33","0.878922010488224","0.912301179309502","0.907685451904739","1.7110197240865e-11"
"845","Pemetrexed","33","0.993607991363303","0.971036229182034","0.969511820191615","4.46932913420558e-16"
"846","Asparaginase","33","0.814525389917392","0.937092920498735","0.932253914383253","3.47020453261004e-09"
"847","Rapamycin","33","0.993955560804757","0.980665264812209","0.979647647170747","9.56967913285585e-18"
"848","Methotrexate","33","0.922389790977655","0.966139704399485","0.964357583578405","1.97547481725165e-15"
"849","Omacetaxine","33","0.760378891056197","0.900753794332583","0.895530309823771","5.57286077494269e-11"
"850","Paclitaxel","33","0.789530083975137","0.941708398927731","0.938640419923928","3.48239743485939e-13"
"851","Topotecan","33","1.02518693718687","0.978559267027623","0.977430807397498","2.55789267716974e-17"
"852","Trametinib","33","0.778262116851595","0.921601968098113","0.917475755892751","5.87131348152582e-12"
"853","Cladribine","33","0.88833180542107","0.951311773047378","0.948749234786714","6.26851902203412e-14"
"854","Decitabine","33","9.80194088540927","0.189927676333922","0.147292290877812","0.0482874726152648"
"855","Lenvatinib","33","1.096573450639","0.979746164684566","0.978680173352175","1.48828884463419e-17"
"856","Mercaptopurine","33","1.34953754034578","0.903878021445107","0.898818969942218","4.10617461094877e-11"
"857","Oxaliplatin","33","0.896329202259695","0.955688910146655","0.953356747522795","2.55627248035636e-14"
"858","YC-1","33","0.992771062597272","0.982882366899106","0.981981438841165","3.00577516962233e-18"
"859","Docetaxel","34","0.874630517266788","0.928061012089979","0.924274749568399","2.58603431036222e-12"
"860","Everolimus","34","0.997160486527005","0.96128196103966","0.959244169515432","7.075767025356e-15"
"861","Gemcitabine","34","0.953641603388623","0.963852580425455","0.961950084658373","3.67966280992009e-15"
"862","Oligomycin A","34","0.916161550664111","0.959214850184976","0.957068263352606","1.16088114235901e-14"
"863","17-AAG","34","0.988602164954941","0.949281369565827","0.946611967964028","9.25010626640083e-14"
"864","BPTES","34","0.86771984427197","0.945343116463538","0.942466438382671","1.88579539252258e-13"
"865","Chlormethine","34","1.01883877584332","0.93162479953185","0.928026104770368","1.5931683624197e-12"
"866","Clofarabine","34","0.919027664500221","0.927662947013917","0.92385573369886","2.72574152976174e-12"
"867","Erlotinib","34","1.00974031941266","0.936757684615828","0.933429141700872","7.57225657658477e-13"
"868","Fluorouracil","34","1.09169849514739","0.977161290688026","0.975959253355817","4.66408001543265e-17"
"869","Irinotecan","34","0.969964541980703","0.970728064619707","0.969187436441797","4.94276235532628e-16"
"870","Panzem-2-ME2","34","0.867075141642392","0.824691840205931","0.815465094953612","1.28980917734711e-08"
"871","Pemetrexed","34","0.994737770653932","0.963755411594427","0.961847801678344","3.7748835164984e-15"
"872","Asparaginase","34","1.0219538657534","0.927121523422405","0.92151548676259","9.07195677090991e-09"
"873","Rapamycin","34","1.00386398268062","0.971454362122494","0.969951960128941","3.89190415368968e-16"
"874","Methotrexate","34","0.882596930286112","0.934490746633939","0.93104289119362","1.05925397354184e-12"
"875","Omacetaxine","34","1.0228628575549","0.876168796952059","0.869651365212694","4.61916529046852e-10"
"876","Paclitaxel","34","0.864896960429611","0.896619745627959","0.891178679608378","8.22903107427775e-11"
"877","Topotecan","34","0.950650645497172","0.93219739502439","0.928628836867779","1.47043376394392e-12"
"878","Trametinib","34","0.840801112130899","0.895052691730173","0.889529149189655","9.50078213997867e-11"
"879","Cladribine","34","0.871971433545328","0.860168011497638","0.852808433155409","1.47746262326951e-09"
"880","Decitabine","34","1.15438717049795","0.589602273267198","0.56800239291284","4.82580681506266e-05"
"881","Lenvatinib","34","1.05037184399268","0.941497242769394","0.938418150283573","3.60446241018129e-13"
"882","Mercaptopurine","34","0.831738047495477","0.930023076532194","0.926340080560204","1.98669820427064e-12"
"883","Oxaliplatin","34","0.999388901709689","0.959419210780198","0.957283379768629","1.10667756696145e-14"
"884","YC-1","34","1.02382608358185","0.971689651603845","0.970199633267205","3.59721635379787e-16"
"885","Docetaxel","35","1.00529859793321","0.937234622266595","0.933931181333258","7.04520325869431e-13"
"886","Everolimus","35","0.978217434130271","0.978080168031081","0.976926492664296","3.1561343742898e-17"
"887","Gemcitabine","35","0.99384257125195","0.993342792739085","0.992992413409563","3.79697869503392e-22"
"888","Oligomycin A","35","0.955596316158047","0.989368085407802","0.988808510955581","3.24907404836982e-20"
"889","17-AAG","35","0.970360600462596","0.97073860251108","0.969198528959031","4.9258598266395e-16"
"890","BPTES","35","1.00350963991598","0.977319776574865","0.976126080605121","4.36519874423343e-17"
"891","Chlormethine","35","0.972658166809947","0.980066668553556","0.979017545845848","1.27883026702696e-17"
"892","Clofarabine","35","1.02148398582701","0.983711257201822","0.982853954949286","1.8750277777146e-18"
"893","Erlotinib","35","0.974330468055321","0.98618618062779","0.985459137502937","3.91348457677961e-19"
"894","Fluorouracil","35","0.919862404263729","0.960419008334957","0.958335798247323","8.72762158706875e-15"
"895","Irinotecan","35","0.987371525615425","0.982631062078421","0.98171690745097","3.45252934849334e-18"
"896","Panzem-2-ME2","35","1.08192996808991","0.942485708527311","0.939458640555064","3.06429133209923e-13"
"897","Pemetrexed","35","1.01178122111518","0.985081296989674","0.984296102094394","8.13294631604976e-19"
"898","Asparaginase","35","1.00619416246716","0.995342805661118","0.994984559942743","1.51464680247709e-16"
"899","Rapamycin","35","1.02860550535462","0.986396940158702","0.985680989640739","3.38133835413308e-19"
"900","Methotrexate","35","0.993796444943466","0.977608143004562","0.976429624215329","3.86502771970415e-17"
"901","Omacetaxine","35","1.02932490460311","0.950659727973426","0.948062871550975","7.11518337925016e-14"
"902","Paclitaxel","35","1.0381161083401","0.949329269659664","0.946662389115436","9.16723769571783e-14"
"903","Topotecan","35","1.00448047453298","0.982400612079606","0.981474328504848","3.9134902172064e-18"
"904","Trametinib","35","1.0022034924821","0.983668292284409","0.98280872872043","1.92258075048089e-18"
"905","Cladribine","35","0.977177249555803","0.977935558121652","0.976774271707002","3.35980348342297e-17"
"906","Decitabine","35","1.06879032193746","0.971898549248589","0.97041952552483","3.35249343283962e-16"
"907","Lenvatinib","35","1.07197393383771","0.941769062999522","0.938704276841602","3.44802010132657e-13"
"908","Mercaptopurine","35","1.01758054123952","0.96853589465352","0.966879889108968","9.82585350132751e-16"
"909","Oxaliplatin","35","0.975825568174402","0.988274966622081","0.98765785960219","8.23666449895536e-20"
"910","YC-1","35","1.03286933149712","0.99009544744663","0.989574155206979","1.65667558690211e-20"
"911","Docetaxel","36","0.857433595362578","0.833395863771322","0.824627225022444","7.91391404717458e-09"
"912","Everolimus","36","1.13029038267565","0.940616974710984","0.937491552327352","4.15566169245117e-13"
"913","Gemcitabine","36","1.0938874119747","0.976334840278722","0.975089305556549","6.54021146134059e-17"
"914","Oligomycin A","36","1.20081195848077","0.9724961881175","0.971048619071053","2.73247910804378e-16"
"915","17-AAG","36","0.754535369497645","0.809841989404638","0.799833673057514","2.81514419849733e-08"
"916","BPTES","36","1.1555376351816","0.933814779450753","0.930331346790266","1.16814289381946e-12"
"917","Chlormethine","36","1.15930449764246","0.961015816720686","0.958964017600722","7.55250600200024e-15"
"918","Clofarabine","36","1.24662513129989","0.959173933446645","0.957025193101731","1.17201492455803e-14"
"919","Erlotinib","36","1.19530388142493","0.965045478580777","0.963205766927134","2.67370401727138e-15"
"920","Fluorouracil","36","1.14800620499865","0.962449660035521","0.96047332635318","5.28677393714987e-15"
"921","Irinotecan","36","1.23034915740899","0.961947175639512","0.959944395410013","5.99979939663712e-15"
"922","Panzem-2-ME2","36","0.883265339743639","0.778815800566093","0.767174526911677","1.20390847883627e-07"
"923","Pemetrexed","36","1.11529306544925","0.982384874127968","0.981457762239966","3.94689134329472e-18"
"924","Asparaginase","36","0.1721184465785","0.669271240676763","0.643830566882668","0.000193636444805608"
"925","Rapamycin","36","1.13001957987948","0.961747687671505","0.959734408075268","6.30594112728244e-15"
"926","Methotrexate","36","0.933926111859051","0.945161661344573","0.942275432994287","1.94628589237765e-13"
"927","Omacetaxine","36","0.8276604876747","0.90105272492134","0.895844973601411","5.41461881082184e-11"
"928","Paclitaxel","36","0.742539795803988","0.841597558279711","0.833260587662854","4.87775515806844e-09"
"929","Topotecan","36","1.07892495210909","0.939922830625523","0.936760874342656","4.64229065521171e-13"
"930","Trametinib","36","0.572336480576121","0.736966009992777","0.723122115781871","6.39915219832835e-07"
"931","Cladribine","36","1.02027152727542","0.924301238838454","0.920317093514162","4.20347920782632e-12"
"932","Decitabine","36","1.17395895088226","0.850950990388762","0.843106305672381","2.72250526842683e-09"
"933","Lenvatinib","36","1.09063843196424","0.974483304722928","0.973140320760977","1.3389252464904e-16"
"934","Mercaptopurine","36","0.864532831410242","0.945384947480726","0.942510471032343","1.87209152590497e-13"
"935","Oxaliplatin","36","0.985040168087429","0.965958385655642","0.964166721742781","2.07846438127651e-15"
"936","YC-1","36","1.19489309102531","0.965959548365546","0.964167945647943","2.07778893573771e-15"
"937","Docetaxel","37","0.765213009846803","0.863012265528674","0.855802384767025","1.21364096635453e-09"
"938","Everolimus","37","0.932228076198533","0.932462686189835","0.928908090726142","1.41649559108614e-12"
"939","Gemcitabine","37","1.06143508926401","0.993295523754241","0.992942656583412","4.0610552428944e-22"
"940","Oligomycin A","37","0.993385977371781","0.976169647704012","0.974915418635802","6.98754607909729e-17"
"941","17-AAG","37","0.713786261837108","0.894608760554899","0.889061853215683","9.89170999379739e-11"
"942","BPTES","37","0.825142427717511","0.97873927909841","0.9776202937878","2.36080789864497e-17"
"943","Chlormethine","37","0.987087035248324","0.989833116130463","0.989298016979434","2.12394375331552e-20"
"944","Clofarabine","37","1.0075697018819","0.980809855836841","0.979799848249307","8.91042756370892e-18"
"945","Erlotinib","37","1.13262816882465","0.949715183638717","0.947068614356545","8.52346500430259e-14"
"946","Fluorouracil","37","1.10049547031081","0.988919566478549","0.988336385766893","4.81203426075522e-20"
"947","Irinotecan","37","1.08503022702855","0.992429192136747","0.992030728564997","1.28882876794636e-21"
"948","Panzem-2-ME2","37","0.917723761791254","0.892893546477863","0.88725636471354","1.15411875167529e-10"
"949","Pemetrexed","37","0.945028528981515","0.993800286720946","0.993473986022048","1.93020416825564e-22"
"950","Asparaginase","37","0.851057235028711","0.959296372596928","0.956165324335153","2.02788104461004e-10"
"951","Rapamycin","37","0.999568970807055","0.944827343852679","0.941923519844926","2.06230093865022e-13"
"952","Methotrexate","37","0.863353038599758","0.96552490689878","0.963710428314505","2.34442242975586e-15"
"953","Omacetaxine","37","0.70453155100777","0.938419609563338","0.935178536382461","5.87500710201431e-13"
"954","Paclitaxel","37","0.703232521994229","0.884867391048966","0.878807780051543","2.30219591939896e-10"
"955","Topotecan","37","1.05218516762071","0.990589315032427","0.990094015823607","1.01884972976663e-20"
"956","Trametinib","37","0.622799567785218","0.807706897117262","0.797586207491854","3.1338330708047e-08"
"957","Cladribine","37","0.976684787694022","0.957067636665316","0.95480803859507","1.89196212102066e-14"
"958","Decitabine","37","0.995216176291738","0.975350152579964","0.974052792189436","9.6379615582733e-17"
"959","Lenvatinib","37","1.05778026007427","0.975954754460298","0.974689215221367","7.61037417784969e-17"
"960","Mercaptopurine","37","0.827666739968247","0.982346768189428","0.981417650725714","4.02882382005122e-18"
"961","Oxaliplatin","37","0.842577245703072","0.975099743460716","0.973789203642859","1.06105183116506e-16"
"962","YC-1","37","1.19419728145026","0.992317219322933","0.991912862445193","1.48180610166074e-21"
"963","Docetaxel","38","0.561260527691668","0.763358735260563","0.750903931853224","2.30746864563851e-07"
"964","Everolimus","38","0.814204431079104","0.87486829609375","0.86828241694079","5.10453303182155e-10"
"965","Gemcitabine","38","1.15246320442673","0.902330233468133","0.89718971944014","4.78274197716898e-11"
"966","Oligomycin A","38","1.39177123380197","0.864134259259444","0.856983430799415","1.12177781995065e-09"
"967","17-AAG","38","0.491602773886568","0.841598204467756","0.833261267860796","4.87756445833863e-09"
"968","BPTES","38","1.22392824106028","0.827145189891741","0.818047568307096","1.12669243491899e-08"
"969","Chlormethine","38","1.05132573044573","0.960701430658784","0.958633084903983","8.15255987454855e-15"
"970","Clofarabine","38","1.08955979464209","0.814536342288255","0.804775097145531","2.21439851562012e-08"
"971","Erlotinib","38","1.15376140805737","0.948019005700709","0.945283163895484","1.16906622779629e-13"
"972","Fluorouracil","38","1.07942534750466","0.957918915287007","0.955704121354744","1.56353869967495e-14"
"973","Irinotecan","38","1.00700794974531","0.943946586442348","0.940996406781419","2.39815378436218e-13"
"974","Panzem-2-ME2","38","0.811454552305187","0.869029728694548","0.862136556520577","7.89599748067193e-10"
"975","Pemetrexed","38","1.12607686889332","0.897907390359822","0.892534095115602","7.30059247566846e-11"
"976","Asparaginase","38","0.269599454837971","0.493422954476028","0.454455489435722","0.00349945203196"
"977","Rapamycin","38","0.725864858425116","0.866534744505453","0.859510257374161","9.45849728851413e-10"
"978","Methotrexate","38","0.537158567870664","0.830117839209322","0.821176672851918","9.53986219826254e-09"
"979","Omacetaxine","38","0.404963306487126","0.713596235898365","0.698522353577226","1.45697803816064e-06"
"980","Paclitaxel","38","0.50760910333911","0.888571710477952","0.882707063661002","1.68423475862327e-10"
"981","Topotecan","38","0.96181041099533","0.949495603549681","0.946837477420717","8.88461117273644e-14"
"982","Trametinib","38","0.587032312887975","0.876259181192939","0.869746506518883","4.5870233811711e-10"
"983","Cladribine","38","1.09001498858727","0.872467993230921","0.865755782348338","6.12183939504912e-10"
"984","Decitabine","38","1.0997238745827","0.919048905006362","0.914788321059329","7.97064249553007e-12"
"985","Lenvatinib","38","1.1877411701116","0.97957437577741","0.978499342923589","1.61275434702858e-17"
"986","Mercaptopurine","38","0.618725896957787","0.876300431671785","0.869789928075563","4.57242086015916e-10"
"987","Oxaliplatin","38","0.819536948160656","0.964202580262417","0.962318505539386","3.35423850505625e-15"
"988","YC-1","38","0.916632281763098","0.976128948766538","0.974872577648987","7.10187689139275e-17"
"989","Docetaxel","39","0.680496958442423","0.790382922721291","0.77935044496978","7.18040479346758e-08"
"990","Everolimus","39","0.816125237008999","0.975653452741505","0.974372055517374","8.56730253647084e-17"
"991","Gemcitabine","39","1.03069478074866","0.970536043068932","0.968985308493612","5.25999119168501e-16"
"992","Oligomycin A","39","1.09545371847767","0.976827943356688","0.975608361428092","5.35323894942966e-17"
"993","17-AAG","39","0.742080562734418","0.851859181519906","0.844062296336744","2.56770850586328e-09"
"994","BPTES","39","1.13010451156637","0.962026950332243","0.960028368770782","5.88114663583377e-15"
"995","Chlormethine","39","1.08675604678187","0.993796245925642","0.993469732553307","1.94219239013463e-22"
"996","Clofarabine","39","0.996131930038439","0.95275165557754","0.950264900607937","4.7099259207905e-14"
"997","Erlotinib","39","1.14203014380449","0.971799343452858","0.97031509837143","3.46678960875251e-16"
"998","Fluorouracil","39","1.0180557346877","0.949913652495086","0.947277528942196","8.20840922550054e-14"
"999","Irinotecan","39","1.02345614723275","0.974793690447364","0.973467042576172","1.19179033749308e-16"
"1000","Panzem-2-ME2","39","0.897085584825173","0.875609861190372","0.869063011779339","4.82245423788292e-10"
"1001","Pemetrexed","39","0.990667147570047","0.987602459435151","0.986949957300159","1.39955109163772e-19"
"1002","Asparaginase","39","0.935695111048397","0.955538582070995","0.952118472999533","3.60623331890361e-10"
"1003","Rapamycin","39","0.845677460944839","0.955957288930669","0.953639251505967","2.41261213502471e-14"
"1004","Methotrexate","39","0.715775802963003","0.880239669328818","0.873936494030335","3.35544772301032e-10"
"1005","Omacetaxine","39","0.570845064990882","0.806000133981271","0.795789614717127","3.41147296856509e-08"
"1006","Paclitaxel","39","0.588432232675258","0.858941882725972","0.851517771290497","1.60624872839058e-09"
"1007","Topotecan","39","0.871177503459558","0.9349087854978","0.931482932102948","9.9655236662008e-13"
"1008","Trametinib","39","0.645283826482083","0.867416499125707","0.860438420132323","8.87721559017932e-10"
"1009","Cladribine","39","0.930919091741397","0.854620956633197","0.846969428034944","2.14425140039776e-09"
"1010","Decitabine","39","0.854214973187509","0.90808566270274","0.903248066002884","2.67829222747238e-11"
"1011","Lenvatinib","39","1.06733179897369","0.958892309964445","0.956728747330995","1.25127626091224e-14"
"1012","Mercaptopurine","39","0.745996149847275","0.932605466176657","0.929058385449113","1.38820556797365e-12"
"1013","Oxaliplatin","39","0.75248357485781","0.958624101587245","0.956446422723415","1.33118810225718e-14"
"1014","YC-1","39","1.0979343323351","0.984054987791504","0.983215776622636","1.53088800107762e-18"
"1015","Docetaxel","40","0.979653988043452","0.885944123520943","0.879941182653624","2.10445381984096e-10"
"1016","Everolimus","40","1.15656572030013","0.934237171094371","0.930775969573022","1.09898703339688e-12"
"1017","Gemcitabine","40","1.00474369841405","0.980073200372925","0.979024421445184","1.27485098216456e-17"
"1018","Oligomycin A","40","1.16174287977588","0.947310025624602","0.944536869078529","1.33008004902495e-13"
"1019","17-AAG","40","1.17395978258066","0.376407366608255","0.3435867016929","0.003097365180305"
"1020","BPTES","40","1.16918794877244","0.914942310321373","0.910465589811971","1.27799691759376e-11"
"1021","Chlormethine","40","1.04842380867393","0.936840628173765","0.933516450709227","7.47813678540964e-13"
"1022","Clofarabine","40","1.08167535681717","0.977363973636051","0.976172603827423","4.28496568520941e-17"
"1023","Erlotinib","40","1.11431328075332","0.959630231263116","0.957505506592753","1.05309581770403e-14"
"1024","Fluorouracil","40","0.987406778459257","0.956231923913701","0.953928340961791","2.27312702017442e-14"
"1025","Irinotecan","40","1.02213283455863","0.962980350860626","0.961031948274343","4.61697818127896e-15"
"1026","Panzem-2-ME2","40","1.05746293723316","0.858679847892356","0.851241945149848","1.63504261369121e-09"
"1027","Pemetrexed","40","1.10673208195274","0.977520169593312","0.976337020624539","4.01188048641657e-17"
"1028","Asparaginase","40","1.43067374809703","0.935368094044348","0.930396408970836","4.14054581357174e-09"
"1029","Rapamycin","40","1.10442226280775","0.974061578097432","0.972696397997297","1.56485050648012e-16"
"1030","Methotrexate","40","1.02701284232658","0.955443197439376","0.953098102567765","2.69446494791485e-14"
"1031","Omacetaxine","40","1.00059244462023","0.917254843109248","0.91289983485184","9.82455912933542e-12"
"1032","Paclitaxel","40","1.04697256139535","0.932058261135334","0.928482380142456","1.49945093208507e-12"
"1033","Topotecan","40","1.01291978940098","0.97317921898554","0.971767598932148","2.15112315718993e-16"
"1034","Trametinib","40","0.973099396475217","0.962075248306419","0.960079208743599","5.81033575208366e-15"
"1035","Cladribine","40","1.02285048226514","0.907672441496265","0.902813096311858","2.7954614666694e-11"
"1036","Decitabine","40","1.11039128059188","0.944283920229409","0.941351494978325","2.26413745155941e-13"
"1037","Lenvatinib","40","1.17148201637961","0.84457490877591","0.836394640816747","4.06676865573585e-09"
"1038","Mercaptopurine","40","0.946590101451933","0.966550845548752","0.964790363735528","1.75867235240889e-15"
"1039","Oxaliplatin","40","1.07770838049533","0.977038182344317","0.975829665625597","4.90874434160124e-17"
"1040","YC-1","40","1.13147722184754","0.959936014207838","0.957827383376672","9.79570010915558e-15"
"1041","Docetaxel","41","0.438260664126262","0.84259253566799","0.834307932282094","4.5919180475446e-09"
"1042","Everolimus","41","0.686729473954621","0.980875227048047","0.979868660050576","8.62595030655068e-18"
"1043","Gemcitabine","41","1.02029593064849","0.983840246474341","0.982989733130886","1.73852149511509e-18"
"1044","Oligomycin A","41","0.494683077860442","0.886438333333263","0.880461403508698","2.01890015499708e-10"
"1045","17-AAG","41","0.425946981187852","0.804457477154011","0.794165765425275","3.68119703600373e-08"
"1046","BPTES","41","0.347175114004591","0.648392797127598","0.629887154871156","1.06624048603121e-05"
"1047","Chlormethine","41","0.890317689512857","0.975666040828756","0.974385306135533","8.52526384043588e-17"
"1048","Clofarabine","41","1.00547937922515","0.974766291313207","0.973438201382324","1.20416959311233e-16"
"1049","Erlotinib","41","1.01996495029692","0.993098454462207","0.992735215223375","5.34813205428535e-22"
"1050","Fluorouracil","41","1.02558837045774","0.992079655235863","0.991662794985119","1.97916532125705e-21"
"1051","Irinotecan","41","1.09281340652625","0.98573163132786","0.984980664555642","5.32389295302007e-19"
"1052","Panzem-2-ME2","41","0.669044741153935","0.650730596737321","0.632347996565601","9.99201766322759e-06"
"1053","Pemetrexed","41","1.01624035382688","0.973873315231517","0.972498226559492","1.67628524613037e-16"
"1054","Asparaginase","41","0.329252564862094","0.670333271175154","0.644974292034782","0.000189506307171705"
"1055","Rapamycin","41","0.737404953039657","0.985155674977162","0.984374394712802","7.75554391514203e-19"
"1056","Methotrexate","41","0.741687177822231","0.893983089304658","0.88840325189964","1.04671518338549e-10"
"1057","Omacetaxine","41","0.366419680538991","0.685121335574616","0.668548774289069","3.64966014086866e-06"
"1058","Paclitaxel","41","0.381852137373028","0.865485662368146","0.858405960387522","1.0194373834119e-09"
"1059","Topotecan","41","0.92220865643917","0.994171883060993","0.993865140064203","1.07279819412257e-22"
"1060","Trametinib","41","0.414153899381211","0.721195809672181","0.706521904918085","1.12326043807259e-06"
"1061","Cladribine","41","0.808618508285896","0.959233427685982","0.957087818616823","1.15585737781685e-14"
"1062","Decitabine","41","0.848551923315921","0.995080310000593","0.994821378947993","2.14401954518463e-23"
"1063","Lenvatinib","41","1.05329701277161","0.982932162807693","0.982033855587046","2.92366053130802e-18"
"1064","Mercaptopurine","41","0.737173254721991","0.961750455661383","0.959737321748825","6.30159937002742e-15"
"1065","Oxaliplatin","41","0.461675796322587","0.82084486786985","0.811415650389316","1.58849551170842e-08"
"1066","YC-1","41","0.769922524525818","0.98704026851486","0.986358177384063","2.13341296627506e-19"
"1067","Docetaxel","42","0.835000455319031","0.773369025593368","0.761441079571966","1.52163384192992e-07"
"1068","Everolimus","42","1.12856630819624","0.928382037756325","0.924612671322448","2.47807420944003e-12"
"1069","Gemcitabine","42","1.12329141284409","0.976277594899422","0.975029047262549","6.69223877616268e-17"
"1070","Oligomycin A","42","1.20876213296174","0.981479531510881","0.980504770011454","6.35645685473121e-18"
"1071","17-AAG","42","0.746887860271146","0.839885592405304","0.831458518321373","5.40710913381589e-09"
"1072","BPTES","42","1.23292569779607","0.951273902922058","0.948709371496903","6.31510491699865e-14"
"1073","Chlormethine","42","1.23122763626894","0.9423965727851","0.939364813458","3.10983795392422e-13"
"1074","Clofarabine","42","1.27940182670674","0.963100022570614","0.961157918495383","4.47687126472674e-15"
"1075","Erlotinib","42","1.21354049453068","0.970953101958944","0.96942431785152","4.59286168662828e-16"
"1076","Fluorouracil","42","1.11048612611194","0.966321974571525","0.964549446917395","1.87657254656447e-15"
"1077","Irinotecan","42","1.288274426683","0.965005447407388","0.963163628849882","2.70298578735281e-15"
"1078","Panzem-2-ME2","42","0.895018696470425","0.817534973557363","0.807931551113013","1.89362725374376e-08"
"1079","Pemetrexed","42","1.10350610053534","0.973818390046353","0.972440410575108","1.71010741354463e-16"
"1080","Asparaginase","42","1.51995605782523","0.900861293203219","0.893235238834236","6.78796368408792e-08"
"1081","Rapamycin","42","1.16046215467262","0.973251012671376","0.971843171233028","2.09696943557588e-16"
"1082","Methotrexate","42","1.00089405817747","0.957513196470426","0.955277048916238","1.71308661155402e-14"
"1083","Omacetaxine","42","0.797147268186814","0.912296669793007","0.90768070504527","1.7118595288e-11"
"1084","Paclitaxel","42","0.699237186563768","0.805527052630486","0.79529163434788","3.49223822370144e-08"
"1085","Topotecan","42","1.13242974271436","0.943523122868892","0.940550655651465","2.57641928429487e-13"
"1086","Trametinib","42","0.586267482925018","0.78608870045044","0.774830211000464","8.72697457868735e-08"
"1087","Cladribine","42","1.03728187639894","0.876337413946141","0.869828856785411","4.55936470138032e-10"
"1088","Decitabine","42","1.18197705827235","0.946292165659028","0.943465437535819","1.59598838016828e-13"
"1089","Lenvatinib","42","1.0976939950044","0.948178764768844","0.945451331335625","1.13528879513856e-13"
"1090","Mercaptopurine","42","0.851138149622865","0.963627518391862","0.961713177254591","3.90357271866377e-15"
"1091","Oxaliplatin","42","1.06267528399226","0.959912730054482","0.95780287374156","9.85002517701516e-15"
"1092","YC-1","42","1.21032084734249","0.961186914085874","0.959144120090394","7.24283660060994e-15"
"1093","Docetaxel","43","0.946743147811393","0.9416165299256","0.938543715711158","3.53504254249221e-13"
"1094","Everolimus","43","0.980480228625636","0.972221197694083","0.970759155467455","3.00371172149729e-16"
"1095","Gemcitabine","43","1.01802837748915","0.981942940518412","0.980992568966749","4.99546107249202e-18"
"1096","Oligomycin A","43","0.983964412963716","0.983319687612291","0.982441776433991","2.35013954817242e-18"
"1097","17-AAG","43","0.905904679599717","0.954392297351977","0.95199189194945","3.36409004216731e-14"
"1098","BPTES","43","0.949989449998105","0.935798867077393","0.932419860081467","8.73991552910424e-13"
"1099","Chlormethine","43","0.93240539844865","0.969071840800473","0.967444042947866","8.34409790584881e-16"
"1100","Clofarabine","43","0.991511514817413","0.942506818535173","0.939480861615972","3.05359240122526e-13"
"1101","Erlotinib","43","0.946090145103068","0.959312408499595","0.957170956315364","1.13471577213496e-14"
"1102","Fluorouracil","43","0.880652391721399","0.977583404658851","0.976403583851422","3.90582883753852e-17"
"1103","Irinotecan","43","1.00225889219349","0.975612159836085","0.974328589301143","8.70650840578909e-17"
"1104","Panzem-2-ME2","43","0.927687831353992","0.89992515488158","0.894658057770084","6.0333987582083e-11"
"1105","Pemetrexed","43","0.958699326512185","0.979786889140214","0.978723041200225","1.46007433696116e-17"
"1106","Asparaginase","43","0.902114815480312","0.936396502888761","0.931503926187896","3.72883813378896e-09"
"1107","Rapamycin","43","1.0303918682655","0.961290125315164","0.959252763489646","7.06157838596816e-15"
"1108","Methotrexate","43","0.957842945785614","0.930625030710661","0.926973716537538","1.82962112638184e-12"
"1109","Omacetaxine","43","0.979800742215283","0.853866546778162","0.846175312398065","2.25320816520486e-09"
"1110","Paclitaxel","43","0.934417408222056","0.914665871337212","0.910174601407592","1.31818357989259e-11"
"1111","Topotecan","43","1.06761962202342","0.963402965179277","0.961476805451871","4.13905406377067e-15"
"1112","Trametinib","43","0.944915060343796","0.968347141336849","0.966681201407209","1.04012421971166e-15"
"1113","Cladribine","43","0.909101461580143","0.924862091770915","0.920907465022016","3.91569303662185e-12"
"1114","Decitabine","43","0.913581547490053","0.963820149191282","0.961915946517139","3.71120199920103e-15"
"1115","Lenvatinib","43","1.01104449577692","0.941971838161254","0.938917724380268","3.33530488472339e-13"
"1116","Mercaptopurine","43","1.16833940032647","0.941274727544968","0.938183923731545","3.7372263768809e-13"
"1117","Oxaliplatin","43","0.895223077570658","0.981980713092885","0.981032329571458","4.89698150206475e-18"
"1118","YC-1","43","0.972154411514146","0.922260640435676","0.918169095195448","5.41733827195594e-12"
"1119","Docetaxel","44","0.961550004714626","0.980443796461783","0.979414522591351","1.0664284478375e-17"
"1120","Everolimus","44","1.02395749793023","0.988015961960204","0.987385223116004","1.01379276583986e-19"
"1121","Gemcitabine","44","1.00250051082137","0.9906019264519","0.990107291002","1.0059464804662e-20"
"1122","Oligomycin A","44","0.980708967447118","0.99112274319685","0.990655519154579","5.85128370038331e-21"
"1123","17-AAG","44","0.952044491489802","0.977912620431536","0.976750126770037","3.39316776672132e-17"
"1124","BPTES","44","0.970965664626852","0.942446160147096","0.939417010681154","3.08442554070781e-13"
"1125","Chlormethine","44","1.0038997135534","0.977064436445105","0.975857301521163","4.85562443363134e-17"
"1126","Clofarabine","44","0.983328850228387","0.980486329725827","0.979459294448239","1.04457623921074e-17"
"1127","Erlotinib","44","1.00309424651416","0.985425939803222","0.984658884003392","6.51252534729345e-19"
"1128","Fluorouracil","44","0.929076211122829","0.984272241020196","0.983444464231785","1.34368974682594e-18"
